start_cluster,end_cluster,two_hour_segment,trip_count,trip_times,variance,std,trip_ids
-1.0,0.0,08:00 - 10:00,2,"[161.0, 827.0]",30.802,5.55,"['1f2dee6b243e685b50cd3456af84f404e0f597d7af71ffcc833f2509e14c86f0_1', '5add97419d33ce1de6e02651580562dfce1fdf095c9b424288a0cf9bd794f592_1']"
-1.0,0.0,10:00 - 12:00,3,"[150.0, 185.0, 370.0]",2.588,1.609,"['cdf5198f0ee30926d2e1590fa604b4b6188f13ed31f581daee19e4b6642d5eb0_1', 'd970a483ad261f746b416d8328e49c4ec4c742d984b1cc7c0326768049b41a55_1', 'f54625bfd132e92b494b1f618e26ba0d70f31ff0a722f1ef10c2267497bcc2a7_1']"
-1.0,0.0,12:00 - 14:00,2,"[253.0, 348.0]",0.627,0.792,"['543ee722b466ff536e51afaafbe3dba314e549bed310497d862effa81d106342_1', 'dcc9c41ae73173b4628ec9b7b8c94b3efdb2923c8cb78213de2562fc79568051_1']"
-1.0,90.0,10:00 - 12:00,2,"[135.0, 160.0]",0.043,0.208,"['507b9b086d37eb16a1908c4bdfc911813e5413dcaa8633ca9b68a0c4565158a6_1', 'baaef90a9da8e73f7b302908ddb0c8bd5b590a573d528134448923609d05c0c2_1']"
-1.0,90.0,14:00 - 16:00,2,"[230.0, 431.0]",2.806,1.675,"['0ebdbfd2b793cffad221d46bfe6e9bd3b4e1037526c8a1a9074d8f2602a46ee9_1', 'bd99785150a5a48b492d5a0e6a6e0a5ba3598c3a937e3e1c0ade0ad600153f7d_1']"
-1.0,90.0,18:00 - 20:00,3,"[205.0, 322.0, 310.0]",0.767,0.876,"['ec8dc4263bc4c2d895c14ea6ca9b21d88517cdb39147ede2c04e03fcbd34358d_1', '6333c5e118300ed5c0b222380168e576e41f770eaabf335d66ee5109f0e92e8c_1', '8a7d1abc523cc2b8db2af0b098abeb86cd0e287d8ae4e48f0dd95ec1aed35723_1']"
-1.0,430.0,16:00 - 18:00,2,"[245.0, 160.0]",0.502,0.708,"['e4bb623377e75bb1db7c8087caa326698b8e87ca77bc9b9bfa45b79519b88d92_3', '20e3113a17378ad4c0aab6042f9dd867704cebf38f485ea5e8a70f8f454c0d55_3']"
-1.0,478.0,08:00 - 10:00,2,"[1103.0, 493.0]",25.84,5.083,"['470f1b8192c861639658db66905118827b0a412a34453e1e84f4d196fe01c210_1', '6a395d66ef4233830c747fdb84e74dfbd7eea03b2036b16bea93fabfad395a21_1']"
-1.0,478.0,22:00 - 24:00,3,"[765.0, 425.0, 215.0]",14.265,3.777,"['f4615ad6a0069d406d0ab7c2ad93c789f34fb5a880ef206d58d8260ffa46b872_1', '6e5fb2a7cde3a57c147427c0a9b8242bc9b716891482da9f295551635e8a88c5_1', 'fc09ccd985f23a23a4e6b7a2527bec4e89e30edc0d15a7013b629774c1d6657f_1']"
-1.0,621.0,14:00 - 16:00,2,"[195.0, 354.0]",1.756,1.325,"['95e1727a33f91224fdd449f496791f113815dca2a88450865e8186c2c0e73d9b_1', '77ee2eb6c1b2bb712bc0a8d2712e67cfd68095ea8173d2db90652b8953e1c846_1']"
-1.0,660.0,10:00 - 12:00,2,"[1430.0, 486.0]",61.884,7.867,"['4263242e8276a3b06b3bb74e0b028a8a683c99b92073ba6e4dc5c57615148816_3', '1c122db131341c6c270b185a3ce402bef3400eb5b51d1a285d2da592291e049a_3']"
-1.0,682.0,12:00 - 14:00,2,"[180.0, 140.0]",0.111,0.333,"['38f075c0e695ee528b56f9b7cb2a1fd080beb1a050ceedf1e9f424db4311ac29_3', 'af84e4c062fa13370957d2dac00320cc7e271c697677d5e08fc8f11358a7fb42_1']"
-1.0,682.0,14:00 - 16:00,2,"[110.0, 142.0]",0.071,0.267,"['bc2908f1e704a5678cce36c5527ab6d106ccd2fc5478c12fccb35eac531006c6_1', '9b4654cf45f2ae869c31da966bbdb8ce39d80ca2370c5fcc32e2df96c5bf60f8_1']"
-1.0,684.0,14:00 - 16:00,5,"[488.0, 279.0, 580.0, 110.0, 10.0]",13.009,3.607,"['8d92fa532dade3bc72f00fcf0459bb297e40768cd3670fdbfc33c5446a79dbbb_1', 'b73d70299048382f83de0bd065d5bdabf47c251dd97e898598b3412e92ea693b_1', '2287601a8be66faeb8e58d5e16dfcfb33571d0b0e1f93fec4ac76c296594529b_1', '834748cb409b90de2d26a0be4bfaadf8976b9cfcbd49d45e0dea8ac3e2f126a7_3', 'ccd64aa1694a588ddf4982169fa85fb113c24c936fb910754cd8cd691ff8c80f_3']"
-1.0,684.0,16:00 - 18:00,5,"[70.0, 484.0, 30.0, 495.0, 226.0]",10.864,3.296,"['29188fb06cef6416f4fc7edc5aa2962ac4cf9b0d7dd5138b8df1f50e94b0d2d5_3', '8c8edcb07fa9d6c469a3135a1aa50df024687c63845f95dfbc2c21ed6cce6330_3', 'c157b1d5da03fc1fd94a26e3bbebca418323084bf7dda2898bda8c7dd4efb2c7_3', '884a7b27032a4cab3d1749ced4bfe5887f9206286a0d4a6f3e0dea91022aea1b_3', '2cf297731c692e632277f1323e9969b19dd18461e8aa6578b3f86059aee1d004_1']"
-1.0,684.0,20:00 - 22:00,2,"[341.0, 110.0]",3.706,1.925,"['78349eb7f1e6f05ba4eca5cd4232141e177097c8ee4e9397d459fdbddb156d00_3', 'e1887180f8fa5391169a165a6bbf65ca8dc99b1ad6910b14fd8702238494b3ee_1']"
-1.0,753.0,20:00 - 22:00,2,"[225.0, 230.0]",0.002,0.042,"['2fda395e067a4b57124d384e0d1e4051cd55414a3492755f0a55432f77e464c3_1', '1013876543b41f8ce7268a692105bc8d1da87c84f775544fd5bb9a76a5a4bcb2_1']"
-1.0,914.0,10:00 - 12:00,2,"[426.0, 405.0]",0.031,0.175,"['3514179b91a3859a617302827cd86afb01ce38ae407fac8239f553f784a610c4_1', 'cdc7e2a22cadbefc92d2e29275a9ae3486bd698a79750da54e4145c2e6ee48e6_1']"
-1.0,914.0,14:00 - 16:00,3,"[450.0, 285.0, 530.0]",2.89,1.7,"['3d12f4fcb0e3a973c721d0b00aa361c86c25f9077439786f1eb2ddb7e4a20869_1', 'ce1dfaac7ae5fdc77e5060814da8d083151ec9b45718ef77416bb16387554e5f_1', '7b6d150a1114fc30bad538c5758ec5203b61e793aef597a6b00b976ae49d918b_1']"
-1.0,914.0,16:00 - 18:00,2,"[170.0, 654.0]",16.268,4.033,"['335a184a962007265eb903ce8e08be760c5a09360c732b6da77eac47a9f1dd87_1', '5bf76cbd93e7dcaacd5fe59160136a371e8b3b794c0eda3bb5cee273eda08159_1']"
-1.0,983.0,12:00 - 14:00,3,"[97.0, 67.0, 234.0]",1.468,1.212,"['5852be3220ec0d759174ca927691fbbe1b9173fa271b0b485ca90c16176191cf_1', '53c49cea76cb99bdd7a2a1b4672ec4869b2ff8348c948de3d63d2ba66b173c84_1', '9fdc01eb848fedb3562bbe16bc12c20e07628dc3a28d7c6543a29801d413e253_1']"
-1.0,983.0,16:00 - 18:00,4,"[232.0, 110.0, 606.0, 120.0]",11.278,3.358,"['00c61354c511ad7a6c1ffa355446878c831327158359ddf134ea607bd12724ce_1', '93e34184b87e2f250eb9d6b24ce9aaed0ae3a505322b4bf085ac5b9ddc84cf55_1', 'ccd87b000990f1002ff8592092b02d45dc59b9d1c52d428f521ce196519ef10f_1', '895b0e6082d4c9cb25b31cb2757749b5893459c4220de7aac6e5d2ab838f03ec_1']"
-1.0,983.0,20:00 - 22:00,2,"[165.0, 475.0]",6.674,2.583,"['a526b36210f722041ac46e0f57c2c9f6e6c4c56ebab7981e8ab013c5f5b47b60_1', '717a427db31d878a45dfcb62dd50a14e4e672876f1d5bb19698f637877d7b379_1']"
-1.0,984.0,12:00 - 14:00,2,"[116.0, 101.0]",0.016,0.125,"['c1c5edbc328d09e3df41baa0727a53bf579f04115b5a7b534e544ebbf16b16a4_1', '9324397d462920b439599cf35eec943480fb6a203b51ab7e677b8accd58fb349_1']"
-1.0,984.0,14:00 - 16:00,3,"[1295.0, 557.0, 250.0]",53.423,7.309,"['0b6fc6210f40024bdaceb3e30edfb49f18852eea33479efef88af1930f5ea005_1', '4144109be7c3d4459abd7aa1903128071b80360e65541daa9eac6c5a6ef952df_1', 'd53840d9c6b93174f34a9ddeb05550cc6d0e1082a79050c248fefceb29f64b4e_1']"
-1.0,984.0,16:00 - 18:00,4,"[135.0, 75.0, 80.0, 117.0]",0.175,0.419,"['813e67b4e6a8e2eb5dea70ddf887e301e049653fc216ca96efe8c70f6f2a07ca_1', 'c43c77dd07eb5dfe0bfd7b781e8cb17d31dafb864c5f16886816b2a62b49cd92_1', 'e82e51e3112637cd090e7246fe7a15d62c7b47dc2bf930e09a01409273681126_1', '852eabb42b509c7aa039cd66eb7ab47e79d8bbced8bdc50e781de8fcc5168303_1']"
-1.0,984.0,20:00 - 22:00,2,"[163.0, 65.0]",0.667,0.817,"['383432f581bff5eb0c29e93eb4569eb8a560085aae48ad788269a69535eb18c3_1', '0acf20d5da3d39af8d4fc12532ed49325bba3893c9e74c573863d87c02d4880d_1']"
-1.0,1003.0,12:00 - 14:00,3,"[471.0, 362.0, 166.0]",4.424,2.103,"['1ed5de419509cef1c0f5922a5cca4905c19d19ceb99df568773b1c7d3628c496_3', '77c02fab35fb8efcd4733abe4e1aeff0e7625b6343acbe7b006acefcdab851ad_1', '68c5392bd0a7b5c2c66ae65081cddf8bbf820cd71ec0e8c8e59dabdcd3841595_1']"
-1.0,1003.0,14:00 - 16:00,7,"[202.0, 1503.0, 79.0, 45.0, 45.0, 80.0, 145.0]",67.783,8.233,"['0220fd81c34472a4ef40bf562e4306f8a4ae7e145075d6246b2cf78355061e8e_1', '8d1002a88267b737160bc01867ac9012592c0feaadb49afaacc92df531245987_1', '95d5b4ac1e066005e8637d4271610bbbacbbe2c090a2fccf8850a9bafa97d54e_1', '6277dd105555da656311b780ea6380912fb87f32e76f9eb556e34efde494cdb6_1', '6277dd105555da656311b780ea6380912fb87f32e76f9eb556e34efde494cdb6_1', '2771be7c6fc607b5b3a8e004040ca9715e7ce45e6ccc010070c417a0b9939c2f_1', '2b7f7535c6548468a7e78f6ed5d8edff1ef534e952fc435dc09fe6d47c03b906_1']"
-1.0,1003.0,16:00 - 18:00,5,"[395.0, 1280.0, 65.0, 142.0, 281.0]",53.448,7.311,"['117a45bf0b29e477781a770ed830a027fb77f05bb18b803dd37d2e6adcf3069d_1', 'daa38d513e74951d1b76ad6d525cea85e2c171cc8fd52fb4df50ecf60473f2d6_1', '289577e096a193781df9e374540827e327551fd8c180cc120e62924ca6b88279_1', '99e58b8fe3e2ccfe1e72ae3bd4a9c6dd61651fcd3bf076da4b5a6e296655f072_1', 'e069a6ffb44f7b526191e74755838d60377d24c19bf89e1d18a43ae3a0e71959_1']"
-1.0,1003.0,18:00 - 20:00,2,"[96.0, 257.0]",1.8,1.342,"['9de489add815e330642af802fa022522a36e37e0a358049cd8f4c83262632c8a_1', 'b0308be8401a7c2496911482304a8fdd66a818910f5cb2a2436e9f8d27b42307_1']"
-1.0,1003.0,20:00 - 22:00,4,"[1531.0, 280.0, 131.0, 60.0]",100.078,10.004,"['b80482293cf78e9a73ef5fdce8cd74d63f389ba8122cb8bb53cae90e1cfd5e16_1', 'fae026d924d55a032182e4e6427047ff592b31f608d2607721dc7f4892a94ee5_1', 'a849463f579cd455378610286ba83d1378ebe12350541f284f27a93355dd17f6_1', 'e9e635f78c3addc14e347af665af2a858df3c6b89e7b652f1771b77d589b4cd4_1']"
-1.0,1019.0,06:00 - 08:00,2,"[185.0, 185.0]",0.0,0.0,"['f08e1fba6dcb008caa166d28de4318a5bc24e3071d081d917f55561cd09e7bee_3', '1973c5effb7cbc9a22eab5b784c8453872ba47c3c607776e0111f44dbd39d8f2_3']"
-1.0,1035.0,06:00 - 08:00,2,"[65.0, 223.0]",1.734,1.317,"['3adaaa64d69f19d10013ad2ac46235ed83c9e3a35dec31bcb281a6f4d007ca2f_1', 'ddf3813748f838f166870e1cda745419dab2bb7d6ac8b8757359e04245ecdeca_1']"
-1.0,1097.0,06:00 - 08:00,2,"[220.0, 431.0]",3.092,1.758,"['54bf8ef0c32f88d9501ef7f397c42a3540b2ae1044bfd1b53837eac1dc1b8e33_1', 'c51304504f2dd57992c0f736c5558ec84bf84109fde9df51ee2c2bc2b01079e2_1']"
-1.0,1193.0,16:00 - 18:00,2,"[495.0, 673.0]",2.2,1.483,"['02b40950951905139db3822a73d92b65692a39c16dd5195f98d86b264454f153_3', '16c3e087e5369d3812d28402069bb823944e8f3fb9cb601c7036ea17ea4e30f3_3']"
-1.0,1233.0,10:00 - 12:00,2,"[265.0, 85.0]",2.25,1.5,"['048b5294a1831d81c6fb3043821219e5145a25ea37dfcb86f5e6052153cf8773_1', '95cb82819562e1464d7b3f82e96b5f04eb36114eaaadf3a0fcdd17e75bf3bef2_1']"
-1.0,1310.0,00:00 - 02:00,2,"[711.0, 625.0]",0.514,0.717,"['f18ca16dd04c20023f4f37d9ab60ac5a2e2d6d10c174c28c5d806bf66ddd0721_3', 'a991cb8461065ff5cb90434fcd8598d55329b4159891e3a9d9d3d68e9784ca6d_3']"
-1.0,1328.0,12:00 - 14:00,3,"[502.0, 359.0, 345.0]",1.398,1.182,"['1ff4e094eeb443116cc8c4b946db5f8912bb87e2887aa6635a0b16476a9dad58_1', '7f64deca333e50d5712fe9d160dd2241f133dc10f17f9b6088847512f3dacc13_1', 'f2b3237f7290b19ceafbdb341d0f5ea0b0176b590d78ae6dd841b79cf6a93ca1_3']"
-1.0,1328.0,16:00 - 18:00,3,"[81.0, 155.0, 225.0]",0.96,0.98,"['22ede4f58ddf4b2389498798431a6e4adaf35c714a58165e34ac994849bd79a1_1', 'b3d31c803e3d9679efb744780cc363ad3733ec6572b05a3799c3a62400de58dd_1', '97f15bdeb689a25472433b371fa63d3eb4673317a75b97154178248cd52ecd83_1']"
-1.0,1341.0,12:00 - 14:00,2,"[105.0, 85.0]",0.028,0.167,"['0109d5c3e88c9e4e62c63ee547fac48cff491ee23841aa12d32d029a8132764c_1', '983641a184e42f71afaa07b0f48bb7a544c43900da2effda74df03784a321d96_3']"
-1.0,1385.0,10:00 - 12:00,2,"[562.0, 562.0]",0.0,0.0,"['e0d9de12fca1feb9768df22310765599494ded9448845f829e7a9d1b1e49e41d_1', 'e0d9de12fca1feb9768df22310765599494ded9448845f829e7a9d1b1e49e41d_1']"
-1.0,1395.0,18:00 - 20:00,2,"[345.0, 1186.0]",49.117,7.008,"['d7dcd22c986f6dbb3637123d183801bc91b1db46c71d8b87886d539037429b1e_1', 'f689e62f74aa49dd91661b9c8bb7bf710757417695304d3c65252a20b2aefb85_3']"
-1.0,1398.0,18:00 - 20:00,2,"[395.0, 487.0]",0.588,0.767,"['73dfc39ec7501e96d3a7dcdf19ce9801d709f2326f9df7e393775dc724fd205e_3', 'c2a16e04e043a18948580e3558175706ec4aae3ed3e23f121e51273a40eff07f_3']"
-1.0,1425.0,00:00 - 02:00,2,"[254.0, 257.0]",0.001,0.025,"['972bd0f316dc34b25c9515ee580c95db4de751298073743b05574767cad6ec64_1', 'f69134d5b599043d71df8770ac961a919b4da0fbd78571ed34785e7384d7a647_1']"
-1.0,1473.0,16:00 - 18:00,2,"[439.0, 440.0]",0.0,0.008,"['8ff54748ba414f6ed50151d5848eccffe8395441d1aaffa7b9fdcabab07587e5_1', 'b143d08573d051793d4793e9c0cbd85d93062691ebd2fda3c3df63eea9e572b0_1']"
-1.0,1481.0,08:00 - 10:00,2,"[1180.0, 110.0]",79.507,8.917,"['8a78d8559df8b5292f87e7d0cb918a263edc6041850be68f14b1a362c2018930_3', 'fe8d3ab79161354f9b9b158cc5afbcc8b53bd38c30b86ca6016e7ef59da661a3_1']"
-1.0,1484.0,06:00 - 08:00,2,"[470.0, 405.0]",0.293,0.542,"['bb14d73824e0df8809e03d88522d288eacc7c42a06fc2ab78bb0a419ef6362b2_1', '2a19bddca4633ea02b2953d1c02b09a6c11340c2101f71420c1ebe3b6d11b7e6_1']"
-1.0,1484.0,10:00 - 12:00,2,"[815.0, 486.0]",7.517,2.742,"['f7a5227d54e9950793ce28d6c47594ab5846706e377af8fdd3bdf546abfc03c3_3', '7964cc13c0b1416a612f41806ce77a0cf4a2ed8710a889e963292ce699468ba5_3']"
-1.0,1598.0,08:00 - 10:00,2,"[479.0, 323.0]",1.69,1.3,"['b23173744d5eb7a9b8ede51804dc8df8013354769f52b09b9ecb00f0dd34a57a_3', '294a7f8e4dc7e07424e0be798edb5885718a146fce19f5efbe732786008394f3_3']"
-1.0,1639.0,18:00 - 20:00,2,"[708.0, 665.0]",0.128,0.358,"['6c79537f390b2497a42fc970f85aba4d1e8876e270ab7218e6eebcec4cf39ac9_3', '11fa3d3c62d3fa36b44bb88ba11b06270351dbe3004d86ef6183c59799405d82_3']"
-1.0,1652.0,06:00 - 08:00,3,"[120.0, 110.0, 135.0]",0.029,0.171,"['eb4de472629286a474af3535be6b95de8b5c4c1f4f4f43b02b2c99855a3bb53a_1', '68a9008b4c93c940a2f060cc17f5d6680c013e0f5b030480baa08708dc8f087a_1', 'fff663197bf574326959a718cc055b7261f630aefd69b8da8db95594558ac8bf_1']"
-1.0,1660.0,10:00 - 12:00,3,"[1777.0, 590.0, 540.0]",90.791,9.528,"['52ef87c8060b1eb305bec38831df12a7baf15f299b39bb31a166cfb17df858a1_3', 'ddde4cf656806cef8fd36fdd4906cfd6178372b1a3eaed99469ff8f7171cadcd_3', '24ae7b2b5dee6d1b0028090fc39783fd88e9c1b3829ef8db205624ec00016b18_3']"
-1.0,1682.0,12:00 - 14:00,2,"[225.0, 812.0]",23.928,4.892,"['4008c7054c19417aea3a53d758e62113b27d506aaf7032f1ae24743d3b9d9170_1', 'a77a914d6af8207c61659ce1e99ccceae128f54735b0901b7ad7abb6363e97d7_3']"
-1.0,1708.0,12:00 - 14:00,4,"[304.0, 754.0, 298.0, 741.0]",13.852,3.722,"['1c5f8118cf0a16796a94b9ac4be9f9c04fecf9ab42451ab095d024871b07ea44_1', '4187f9e5ba57df03e5b210aa90f7890875a8414d0b0cd531e285292c9c915c36_1', 'a5e9f43da058bed9adce3282f13c021d491eaadc9cf92ae01e89202ad7942b0e_1', 'ee1c9c03b0514af3aa4adb2d8a171ddee7398ccf447c7af5018162f31cab6ac1_1']"
-1.0,1708.0,14:00 - 16:00,3,"[453.0, 206.0, 215.0]",3.634,1.906,"['504257aab5355e6c62fd9b97debd9cf27a6acfb335ce0c2753226613afa43787_1', '6c9f3ef46fd9d7dac7f66f81a328a38e33e5b49a263fbdfee817f0e7fbb98178_3', '4e31cbf69111b810ab1f9d7e43a0df04470eb893758317385422aaeecafd3532_3']"
-1.0,1708.0,16:00 - 18:00,4,"[344.0, 325.0, 609.0, 1050.0]",23.781,4.877,"['87eb47f105d0cca0f6c63d13f340bbeb50113c090fc8e38d1791399269700f38_1', 'b182b02f358645af015cd27694a266ee094ccd44f66d078785fd1f85fb1044cb_1', 'f07fd86fc7028ce60e043d9add983c292a34aadd798d93ec5b909dcd9c5865ab_1', '06037b6952c0312ec818fccd17d0cbd0aecfd60272a16b690f8ad95200450005_1']"
-1.0,1801.0,14:00 - 16:00,2,"[720.0, 638.0]",0.467,0.683,"['175d541d20f109272ee9055c1e241a8d1d456ad9e6918c61b1cf70af9767e554_1', 'a6baf8b4b5551c330d46e23bd3c2575cb150582cd91750e647971e320bd697b1_1']"
-1.0,1801.0,16:00 - 18:00,5,"[620.0, 526.0, 667.0, 841.0, 683.0]",2.923,1.71,"['3ae2168959da50e46eb2be74d6fe9b75655575ebd712641ce10889791863e0d5_1', '112bd9a4af39ffe50fd032192ad9221c20ea1c5c218b79b0dda8a7925edb09d2_1', '6757784bb815914f6bc1c5bf73d648a2e1d04ec2c1002adf949dd761892ae58f_1', '8fed373ad326b4c0d5760f9abe1b2916d9449a68d8bef20ba9e2b1d5461e6e24_1', 'fd8eced6ef26affef21d3ecaba27314bbde5975f65df526c7f60dab9967f7cad_1']"
-1.0,1801.0,18:00 - 20:00,5,"[464.0, 250.0, 65.0, 1114.0, 306.0]",36.085,6.007,"['692467fc2cf8c7967060bea7046986bdf0a6f0490161f52e1940c5591a0e5a86_1', '062c66241cc70067a2ed0be875d8782208996495905a9cd50e0a86e78902a958_3', 'e40eacfd54387c308c50a5305ed43747990a5b1b2542f60dc8d24811ae34ab3c_1', 'd76ef4f5d243888b3bb935eadcbdf03fc4ef792819f5958686683ebb3eb3c63f_1', '778ba03e95d4e19d540dd1741f978151bc4a32f331f376e10088644d019c3f73_1']"
-1.0,1801.0,20:00 - 22:00,2,"[709.0, 40.0]",31.081,5.575,"['d6cac17c638a78e0b62304dd137e2986c545aee602dac9c13f3312250e70f331_1', '362a56f298aaf0e6f2419f14257d9d8fbb5117a946251477d22967306d5d79c5_1']"
-1.0,1801.0,22:00 - 24:00,2,"[140.0, 329.0]",2.481,1.575,"['1186befe06bcd805716e6d8a1dbeedafd2508e5f07030c6d3d676c78c0b36f42_1', '4664d27978a5c8eac6f42d5cec297674d03101e5cccaa5ba949e634874a97a12_1']"
-1.0,1872.0,16:00 - 18:00,2,"[210.0, 1019.0]",45.45,6.742,"['62c0ae3f19f06b6d6b8457c2d5b652bfb74ca8b3102821ef8339d32abcf23658_1', 'f6cd214c9a20b8421b766e67bdb7f35b351ca1759152b1432473618aa70e4c56_1']"
-1.0,1880.0,12:00 - 14:00,2,"[512.0, 483.0]",0.058,0.242,"['68b770d42893a411ceff5bc072367eeb6f5737cbd3b2e1b1de4c5c33ab2d902c_1', 'ccd64aa1694a588ddf4982169fa85fb113c24c936fb910754cd8cd691ff8c80f_1']"
-1.0,1880.0,22:00 - 24:00,2,"[360.0, 205.0]",1.668,1.292,"['67aaaa3177ad61ffb463ef542b526e7e763e857d20cabf1749c6c33950b48371_1', '090e43460e0fdc5db1b01b23ca302a4b6aada5788daabe672ea888d57ee3a277_1']"
-1.0,1930.0,06:00 - 08:00,3,"[277.0, 25.0, 36.0]",3.756,1.938,"['7509f2e4814b60ee2bc80b6c0a065af4107b6a5eae5e38380e56cc40b3bd4d3c_1', '03f5d1fe9bb81fe842855c57f2bdaafa98829e56d2f98c8f970bd5b1d46d7e7e_1', '923e45006cc393120843acad32f2e3a82ab2af0967271f881766cf4573b348b9_1']"
-1.0,1930.0,16:00 - 18:00,2,"[289.0, 115.0]",2.102,1.45,"['9400bfd92abe85152f473f5712780a843deb76066fc9d2288f35debac60409fc_1', 'f58ceaf35f4c99291d771a1c3fed2c0363b934a696373a412bdd376d7a0a3141_1']"
-1.0,2055.0,14:00 - 16:00,2,"[165.0, 825.0]",30.25,5.5,"['2c3b3d120cf00e1aeb5fa955e8b50b3a3dee1f69c118a4813f27e877ea175ffd_1', 'c20e9cf665d5112fde07ffa894abe1a89bbf3280d32833eae2b0d9400e722ac7_1']"
-1.0,2115.0,16:00 - 18:00,2,"[267.0, 180.0]",0.526,0.725,"['835663f8a702c8a761a76c5373e2394a3b3a3816f3c1e4b6cf46fc34f5040dd8_1', '95a06d6084447a0dd5312b7a3f3dd2bf4ae0ccbfa4e13363e217fbdd5bf5012f_1']"
-1.0,2121.0,18:00 - 20:00,2,"[510.0, 305.0]",2.918,1.708,"['5dad0260c7e05b0b484aada304be96e97ea9155ccd7ff6bf1006669068310c50_1', 'a8cc3b0bc31d22224560e5d064a213a3fafbb4ae79333cf6bfde4b9041616c81_1']"
-1.0,2140.0,12:00 - 14:00,2,"[745.0, 350.0]",10.835,3.292,"['715f951218cc518fd9593ab1a396979583e399e431e615310cf5c3e5e1a56670_3', '1ec8209526ec35a92d4d6466a6c47c056ffeb49ae567d80b9c6d593f0d7064b4_3']"
-1.0,2261.0,22:00 - 24:00,3,"[1329.0, 335.0, 666.0]",47.443,6.888,"['3a656520e3deb10fedbd4739cb8aaab15268d6632d2fa5f1b11e69063e1ddaea_1', 'a92fb962be9704baf6376fac3ec9181c60ddc1ed52ae2b2040dae68db884f873_3', '999a710a14f5265da765e41a8c6e509d3570114f7921d5fbd2fa99bf48a91bad_3']"
-1.0,2306.0,10:00 - 12:00,2,"[627.0, 245.0]",10.134,3.183,"['3bcb3f6369248cda3750376f2eef0b51a50309243f4bcb25743f0f3749358c18_1', '446039966d76047f4d96eb4ea475724b19ac0bfbfdde5f48dc8afa165500f272_1']"
-1.0,2306.0,12:00 - 14:00,2,"[254.0, 194.0]",0.25,0.5,"['6178a29fdb4b6e322fab470436bcae531968e5f8c1df453f729a9a55de833a6f_1', 'cf6955d4c1af52fc49270c05736035bf9f55417f821797c58466799c97948853_1']"
-1.0,2306.0,20:00 - 22:00,3,"[30.0, 70.0, 30.0]",0.099,0.314,"['eec68aacfc6a09fe082c8644e0f4fcf9b030f9535295c3aa93644868117c2ddf_1', '218554a12d880dbc69c45dbb462757bca03f7d0f288d35cda5ddeb2119ed29fd_1', 'f697efe1eb451db7533f237b8c647293da4f484d5a3cd4d23591ff90f3b3c377_1']"
-1.0,2313.0,06:00 - 08:00,2,"[263.0, 1000.0]",37.72,6.142,"['0bd8441e6a8a1e9acf4605296df18473ec4c6a00f670d617b8b208cf61052fc8_1', 'bfba565f7a9e3add394f94d81e0470888872f7c282a82c5d96a0b37404361796_1']"
-1.0,2313.0,08:00 - 10:00,3,"[1092.0, 105.0, 165.0]",56.701,7.53,"['8b6b51ce51f6df44961afbd10021b3369dc2b790b0451f3219753d8dad372252_1', '2ab4029e58cf36d301097c016f52c629e12bc20b8e40605b724e613aa62a1d74_1', 'eb80286aabbf3a7da2503ef141dd3071fe99592e48949e0f9f4db12adb12494a_1']"
-1.0,2313.0,12:00 - 14:00,2,"[290.0, 215.0]",0.391,0.625,"['0537a7557e135a553927c6f982e5b671ad925d0ec1cbd49bf4d286f2e85e664a_1', 'c5b0659d47689fae65ba638d171f11343f9f1ed769ef20ab198bc5f946f1922e_1']"
-1.0,2315.0,10:00 - 12:00,2,"[330.0, 45.0]",5.641,2.375,"['8876ffb2b33aa711d3b05b15ba1bd7781036fcc8e256045571bcaa6237c8f19e_1', 'd613cd89540b8cfc9f142659545038b79fb372708b0a84e2b563a3f3889caeed_1']"
-1.0,2315.0,14:00 - 16:00,2,"[677.0, 290.0]",10.401,3.225,"['44ac3fb018f30ca7fc30cf5e0bffd1ed3e92d3021ec0fc989635a4fc47187622_3', 'efce9c10d25b8eb0e3df4b96583c00455828b4a906832edcec26308c11996814_1']"
-1.0,2315.0,16:00 - 18:00,3,"[292.0, 394.0, 355.0]",0.491,0.7,"['9ac83c19018f22efecb654d5561ae588c012c38bc4e481e92e15aa5638093089_1', '7a6b2cdbb7e86fffd6085745b86f9a3e1429cc0d553335f27fe83918ed922bef_1', 'a47845608d77e3cb40c228ed1bf34d991f2ee4c2af9078d395610c3813bb93d5_1']"
-1.0,2317.0,08:00 - 10:00,2,"[561.0, 90.0]",15.406,3.925,"['a993fa07fcda95cab864146ac1824a782026fd00dcaccf0bfd8f43bdfc410b46_1', '5d9c13e6a664c5de7070c9b52f13f10e7ec8a753025fd75dd20862ce205a06c6_1']"
-1.0,2317.0,16:00 - 18:00,2,"[437.0, 522.0]",0.502,0.708,"['bee33148fe3c53ad4b0f2e93d16a3f1512d66fac20d31968805bf1558f744615_1', 'abc366f6952f137a062c5f340498160a04c303787f04d2b959a364645879de0b_1']"
-1.0,2337.0,22:00 - 24:00,2,"[230.0, 125.0]",0.766,0.875,"['5af3b33888dc1b912b13504d84e936157e95ca40a63b9ffad99b79c8ea2bd397_3', '8ca8879f2c0d775ee0195e16632ed5d806602fdcd43cf77779ad45328d5566af_3']"
