trip_id,last_time_gap,arrived_at_merch_time_gap,last_stationary_time_gap,last_stationary_index,driver_to_merch_index
02c04111105f615eccf271c2cdb6e53b396d18fcfb6813fe3658c4242c4d1c41,1969.0,58.6,272.0,40,2
02c23b583b5c23493e0da40ddf944d0bda9b86124f78d9506e42154dd93d01b0,1741.0,50.8,465.0,53,0
02c39ae073eeb03eadb051b7d78e4da21f17c2ca977159c4935855032d400d06,1022.0,326.6,502.0,73,39
02ef24be43994e34b7231b1bd003a45842c24c33f762bfc3001b22524997b2ad,1270.0,277.6,552.0,79,34
02f3e6351ea66bd9c511c38cce13268f674ed5a183def654979e3fb7f7989e08,2596.0,353.8,893.0,104,45
02f749611007edce68d109a1a97426a0fcc1fbbd9d220cdae1845f830c897e28,2271.0,130.2,1380.0,134,5
0306f5df17e9041e39a514222123e63382bf035bc6919f45462c3fe27b17e2df,2253.0,39.0,1459.0,143,2
0307730f5edecb3ea8e5c78d34452f8a6be88cded250ba364c2138f47b0bf2a2,2109.0,94.8,1136.0,102,15
031a008472b708a2a56abbcdfde9fe8560734adf9058b71fa46d8873ef952ccc,3733.0,677.8,1105.0,166,123
03217301980567655d4d23dcf9ba1a494371d1e9a852679d9e8f766ebbf36c51,1128.0,135.0,227.0,31,8
032535168fdda097f334768b271078d504496fef36423ea84336cb069b8cf0dc,1302.0,211.8,669.0,85,33
032cdd5cc069fdf31b2d1b561cc7427864f0c17a0b54251397daefc6b5501d90,1837.0,23.2,107.0,14,0
033bf97ee9ab69d74cae2b941cca6001c0b62897e4fbfd599df2b0fd128fdd60,2021.0,145.4,620.0,72,23
0345b6d6d8e78b87c57f7dff22cdbd8b1eba06a4cf70c79a0bb7254f1fb374e4,1605.0,141.0,885.0,100,17
03469f6154f6ff4e3cc79a98398d7d90dbbb673740624da764db26bb7e7b92ad,1277.0,426.8,651.0,76,51
037120143bbef21643ecc5abf50c4726be4bee394b3b109f1d4714133ad29d88,2389.0,308.2,635.0,80,31
03730244bd151913d2416469d8347c0511b474a4abb0e7ddc3a05898e7a95eda,1283.0,6.2,155.0,13,0
037cb3f62285a7f581a220635225d383a08eeb50fe2c73fec2ad4c00e4b42831,959.0,617.0,732.0,99,83
03898352b2c4d0ccf0e69a646d80bd7c6ef6649531d0d796618fefcc47c690eb,1279.0,83.8,92.0,15,2
038bad7b6cc31344ae7ef008553061bd9b62d700a6710c7cd70adf7ad64460d5,1123.0,17.8,613.0,22,0
038def7a132de0925ad4e1ea73f05907c510427915c906c63f566e3550cb587f,1250.0,166.4,357.0,46,19
039a3a695c6ce7349d05c803a0847e08e900a0941b3953e3c2f1ba32d8b4de6f,1593.0,138.0,323.0,44,18
039e7afd49da3689a547632c9b97cb08f70d5ca11b8af50348d990a55e168726,1486.0,100.0,452.0,64,16
039fbc7c8857a983adfe465e84459c2122bab180054dbf7218f8a50ff9245333,2268.0,318.6,1251.0,146,52
03a5c709fe89a19a80e80e622af78c1dbf0d7292f71360ed4d602e3932ecfe14,919.0,269.2,489.0,77,47
03a7cfd15f740636d6350482850b38d796f5d1ed2ea0bdc4de9b6683f5916d44,1275.0,31.2,86.0,11,0
03ac387e745ebca82fe12a57ee79e8cfb6eeb5d9a83df8453ef60afff5aee35b,1862.0,141.8,235.0,36,23
03afab1b4649b6c5ef80dc3c1626d2f180b0f0a8868cc395d64bbb90bc698c4a,2226.0,207.6,2052.0,155,17
03b51e74ff87c3e71c150ad91041ccdce275f39e227e1e196f3c886bf14c08ef,2206.0,757.0,951.0,132,102
03c48c560d1f99a0a1cc7b61e145a616b287be4b47abf9a917150debeae0b96c,3402.0,1345.2,1679.0,277,176
03d107282e5d8481d8fb524d59f96fffdd6dc298213680577853293ec552dee9,1385.0,419.0,605.0,73,48
03e5be42e6c5a39c21b61db2416d747ac9dcd166465503f0b68fd102ecae174e,1654.0,286.0,619.0,89,42
03fa37c07891440c0bcb4c57e1996bca8d61f7e5d14cd3888955c174cb98629c,1750.0,272.2,980.0,144,36
0406ed7b1c437f788020bde76e573acf79b98c9a0c7559d0a6a967e12ff80084,3276.0,652.2,2903.0,340,117
0429c4009e9f6edeeba106de96d24aacc21bdb0c2ac1d1db2a1f7d3588cdc379,978.0,70.2,439.0,49,0
043da125fe192311d29c75ee0cabce023f8bc6f9378ea3f591ebd24d1cc4ea3a,788.0,4.4,222.0,27,0
04458a2706289a54b73bd0e737fe9ec4cd48cba790cbb8aeb02f694eec2d1bbf,1161.0,364.8,541.0,86,66
0445db2abb9c675b59cc079ef9f6ee6c61fab29c167f62b0e1f9e9e754c04016,1442.0,17.6,356.0,33,0
0447dd63f19668585dbf17873c505d81f0d71c8d8f8883e96d74cd25dcd0596b,1406.0,9.8,235.0,25,0
044dd80a9a6709843029986211a3dfc10e9ffbe8407c44ed43907da67497a294,1762.0,294.4,817.0,101,15
045bb524da9fd1dff8ed81c70163aa3f2f86e006881d75e1e19c66df09f1de57,1541.0,872.6,1022.0,146,126
04658895275f075028757789b2c34e7d4f0d052322390f51f0f8ad3b1a4dc914,927.0,7.8,307.0,38,0
047d9990f13b9b5b0131f5659420d8213482aff8b72dde4fb9fbe9b9f05adf37,2014.0,191.8,1326.0,133,17
047e7fdf6641aa98122f7435acf9484f096f28942720b11b9d40a432695d69a9,988.0,244.0,242.0,38,38
048317153d6826c59dba4da02d619679fdcff2f1d76541f68ada9ce6ef83ec43,1509.0,1.8,101.0,10,0
0486e76494fc6e1f3e52f80191c6979d714415d774589ad776d3989285fcb2ee,2348.0,204.8,1095.0,117,34
048f1ef93e660a096bee3f808e16f417648078ebbcdf6da27585ed3b9763de6d,1495.0,550.0,1060.0,163,94
049ec450f62fa06db84b8a4e77d17359f58ab6d7367d4e70a8084fe16f35053b,1300.0,404.8,700.0,96,60
04b555a116df8b56d37cc035de319a5e80f59d212b223e8ed3c72c54fb6744f9,2320.0,8.2,1200.0,112,0
04cbd7403a92eb65739bc8cb937919284a9b937e1eec42b9bf57f012714883c0,2075.0,87.2,250.0,24,10
04ce1509e072f57d2456f0ff97f5110eea19d3686b629e765d7853ca94ed656a,1385.0,155.0,715.0,91,25
04ced1fbe00b87d2edb9006aa77c490a6939e1e32c9faf6ef09d04aff26669f7,2042.0,27.8,1294.0,125,0
04d698fba154d488ae931fce4b2066f61d85da5b4a5868e790f4110aaa54c776,1524.0,7.2,884.0,152,0
04e1da0df3e7a602dc944d529be7ae4bbbfdc1baf2d64dab623487d3bf2083eb,1567.0,21.4,103.0,13,0
04e351a69005e1a6d29d28b3bf7e73c92393817c7f39c6594dee122706b0a499,1767.0,234.6,285.0,49,35
04f89f54bc53022b70027183bde55e1927fa38606c005d7351a8a71fcb464e53,1533.0,728.4,737.0,126,123
0513c60b3a6f7bc0b0257462070ae5cb9e4fc83acbdbd9a39c0d5fb50e1a4ec6,1920.0,619.2,645.0,106,84
05210f0dd965554043c7867a6bfe06ec89bf23b0d736dcefcc31cae23140fe70,908.0,339.8,698.0,99,0
0522e6218414fe77cced384c65718e79c5a76dffbe76d6b11a03b54c564c0cb9,1001.0,112.4,376.0,50,16
052c635c234d2cb1e86902b69c793eb89c118211131af1449cc67369172d46be,1958.0,27.2,50.0,7,0
052ce1e16ac5117a00490fb5aa78dfdd8c7d1d9ebf5cb999c8f8c4f1e5e6c3c0,3590.0,332.0,2050.0,126,21
05377ad17b84ae32797e454fd08704ee73067a61c3cf309cfc0ee98dd7d45086,1868.0,194.0,192.0,38,37
053e64ddc67dc07841d4ca8985a3d9087c71c610a74d4b5f0f32977768590189,1009.0,197.8,645.0,80,22
054cf1b30da17673762c4dad801e918e1aac14f428c90a0f5382957ed27b6d00,2315.0,94.4,1531.0,149,14
054f611020b3704d4a6cfb4362c3ec52398c04bd13b0fcf33412f552a2bdbe47,1823.0,36.8,120.0,10,0
05510e621e1b58d17bd2fbbd0f137966860c34c625c84b066f19f9c788a554fa,1517.0,106.4,1091.0,107,7
0572d767007b20c33e3951221b968949b475b8e2d1e2a428efa3bbc8ded63e61,966.0,204.6,563.0,82,31
057d6c287ec3b1d2a624b4a4eca42c03da0f8d6dbd831bab20020b5f56e11afd,949.0,7.0,514.0,56,1
0581677faa0fa4ea832a58a00a141e7684f772db41dedadd83799ceeb05193d3,2233.0,174.4,846.0,93,30
05877257d5e97d00c8fa2d27a3360216aad2d1557fd1e5cd9c1ab1b928b0b085,2264.0,524.0,989.0,132,90
0595015a0e01509f3e2e5585b3f55ee76354d3b2d3919726c2c1ffbce0b8c049,2047.0,538.0,685.0,98,49
05ab7b9a48de2dfacec7fc0a4b98e2ec4470265b1ba9c4ac71f8c3e6e4dbaf87,2453.0,33.2,1155.0,111,0
05b667665b7b6445fe986181e7cb1fc45c5f052135840cf5defa028478e667df,1195.0,402.4,791.0,112,69
05b6abcea4ffb167d953a10c7f7b064ddf9504851baca3794f2d5ec7185be94a,1684.0,341.8,353.0,56,42
05c26d1f8d667a3801315692817b534636e4bb5dff8cb2dad78a3f5402694a24,988.0,31.6,105.0,12,0
05c3cc6d994ed0192a3986220645ab3d5f0e2ab935dcacaf1e7a2cd941cd28dd,2708.0,92.0,206.0,25,0
05c9dd7f2911f2693aefd5709e61abc8de407f2d024170bf0c0cdc808ea62b9f,1126.0,334.0,356.0,64,60
05d1aba2f30681645a821b54730a4d16d3d13f5a9296a4c56f3b12ac0d745020,1878.0,28.8,105.0,12,0
05dbb25da96f26f89327db412ba101200514b9af034473efb76699fd5f62ed63,2437.0,531.4,1613.0,188,72
05dbd4f01d7787e400b8e4c61cc480b157200a0defc844b1ba0a9e35a8b4c5e7,1429.0,325.0,683.0,50,14
05e1073bb68a200b34c24ba7bcd36a37030041f37cc32206c05888900027c523,729.0,180.0,65.0,6,5
05e11a1acb0d6f1b7566323c7835125a4a41ee156071ebf289492f7f6722f00e,1405.0,97.6,361.0,44,14
05f55f27489b132bc8c22947f74445adc11be96eab950a9ce1446673926f42f7,2644.0,82.0,235.0,31,0
05fbfa803e60ed9dfaeaccb3fd208a48089271b59881a28f16d8cd65ede3a314,2102.0,4.4,1516.0,152,0
05fdb35e8a3860078b824e635940f16e7c2d9f5ee0272efcabb2cd5024392f5e,950.0,253.4,585.0,85,10
06179573ce74851c36bb8c813a9d940bb62d11ad224a5bb4f1afb479ff7ea3d7,1037.0,246.2,672.0,93,34
06225e86dd6d9a3e304053612259eef0c7343c5f2bc00c2749392af05374c933,2304.0,1476.6,1552.0,193,39
0622d4585d57b9321148bdfcbdfd0db522136ee0320ee133006e017b5ca5deef,1218.0,42.6,293.0,31,0
062482426d6e97c47cb21003d0c50952084c9d14a31b818e730386e765d557fa,1646.0,11.6,417.0,50,0
062884cc08dd547ace8caccfda2da0c17e01888be8974347fab6f2acd79dd1e2,1777.0,442.0,686.0,118,71
062c66241cc70067a2ed0be875d8782208996495905a9cd50e0a86e78902a958,955.0,1.6,535.0,61,0
0631f6c629f891f7e6e51b018c5f192375b18bf1342613cc056b08b1f94bd1c1,1947.0,9.0,561.0,55,0
06496e50c5ce3ea4c8779134bcdcdd9ccdcbd4d9322b876ca7b9a43bc7a6dcf7,1080.0,15.0,563.0,59,0
0650d35244dbcde45f1d2cc356986ba4ab2effd1fc6aafda18845ecbdc4f9d33,903.0,15.0,285.0,30,0
0653c6b8c2ce559bea499876988fd94a8085fb9ed6bdf708db3a75d89fa52702,2022.0,205.2,1012.0,117,27
0654c421cd45c2e683993163a58440f4ef482caa4f99d50b81a36103da526ce3,1714.0,50.8,471.0,49,0
066efa9bfc3eb7958c6772e466e1810984bcde99e49d299d7786939c35762b98,2033.0,757.4,1022.0,182,132
0693ba77acb92a8d3a9fe2d7b8c575d2587f8d616d8e34350576f0dcb48535a8,2842.0,805.0,1345.0,125,64
069428957d1100f6f3a4abbee0ec0dd4cd615623b3b07646ff58378ef5011473,1514.0,87.8,1285.0,134,13
069f6c08042fc36e5e3b9d3194b4fa983fdbd6a90a4e9306f190b9269e44f110,495.0,13.2,109.0,11,0
06a64d761ec9c1c5e8879fb69abc8559e04ad816f13355e2d82b92463c7b69cf,2400.0,218.4,1275.0,142,37
06b7233f05c53362cd7920d670e599b928711b9a3d7c7fc2a0d1aa33a4c6f3cf,1493.0,551.6,1021.0,154,87
06c2d7a82e11b0e6634305ef5bc9c6e7f186f33ffb15c25e0c49a9538fc6278e,3038.0,32.0,2338.0,185,2
06cdcf54a3b769ea18b4baa9a7bde28b63467fc8eb6e78ba6fc73f3aa6ce3e1c,2252.0,581.0,695.0,26,11
06cdfe791fff7349eca2fea4c03a70eaeb139dd889f8a19d33da001b74d17414,2140.0,239.8,735.0,93,31
06d0dac0255cece950111470870392c9a170f11e2043c3bbbaa31999543455df,1300.0,113.8,705.0,71,9
06e4c39c494a8b3db3abc472ae0a50e0792ad2f5a2220d66c0023965cab04a4e,3043.0,22.0,1756.0,164,0
06e656f07d820eda4f97524a41cb198ec926ca6ccfbdc6056e1e53f4d793f2ae,1455.0,527.4,870.0,136,47
0702e78a31515af2d05dc53482ed7160beb075a16c219b9a34cab5b8b93a2d6e,1545.0,250.8,260.0,48,44
070763f27959e256bfd5fc3a3714926202aa22b271fc35a2b2ab21d234ff5a21,1345.0,524.8,687.0,122,95
07094b7059f12acd10092257698725421b0bbcfb6629e25c1abb331ca69ae7b0,2868.0,205.2,1232.0,122,35
07128cb7e61ad6639c85d6f809107b3e95e0db0e921f149270f46e5885156f27,1382.0,444.2,608.0,107,66
07139cb45173909a84c54f082c862639893b736bb120728f2c4cd92b4d8c9227,1469.0,187.4,685.0,96,30
071f5f5c94d2e655664016ff44557c3115f0460d8d99f538cf398c1f2aba5353,1538.0,78.8,242.0,27,10
073d81b8097fdd33a1152b21c5ff5832aa7bcb159116c9692219286f1cb29d7a,670.0,7.6,165.0,18,0
076054454fc06628abbbb939bbfa614125ad7225ef530a750e282dece6f51c3f,1837.0,67.0,800.0,86,0
0766026fc5e7d5ae61b6a4a0b5d9fd2ff5708343a0d444bd1eb56fe969d0f717,1919.0,173.6,344.0,43,24
0777caa474cf27f041423ab18e2c81f48f84c25720f40a524868983cacdb3c9e,1452.0,27.0,252.0,23,0
078e7c7518e3174d149131f8d9d39c93b54f4397851d2f6c749cee9e6c651ad7,1175.0,60.2,861.0,71,8
0794f28bcf6c5ef96201d345e6af362b89c055c0fe0d23a9aeb22b17ffd05e94,1395.0,9.0,1005.0,94,0
079bbdd90a1653785f4e49de8d32c654142d41e68bbba49cd33eacbd8156919a,1376.0,162.8,956.0,107,0
07a887d5f20b73fcd4b23d50c9ccdac273827eaff5474c1135f0a33056cc8073,2664.0,33.0,1816.0,170,4
07c7389c39107614a144d4d63b0c595489771b37891d76ef212744aa4658e33b,1574.0,36.8,38.0,8,0
07d2bd7e9963d98022f497e7e4e8ee180e04a2263c901d7e5219d47d9f82a751,2769.0,207.6,302.0,52,33
07ec6dd9f825bb6f3e9dad684e55c63ee7798b84fb67ff44e47f5ef493d85f4d,1080.0,9.0,669.0,76,0
07eedb0a8765f0d10973a7a5d6255025c8b43288ebabbef9cdf0eac64374e2f5,2137.0,25.0,122.0,14,3
07ff0dcf1059351c24309e0fd24cb16a9d16e27e42046fcfe3f37f8aa816fbc8,1868.0,34.4,110.0,13,0
080ae539daf40f3dfe76e412c337df8fdc7b00c78da5090e693c5256a2847daa,6532.0,1495.6,1506.0,269,261
084054548329705e3bad081513d89d2a8db7ed4b17c46120f80b78370f48a9f3,1908.0,153.0,788.0,101,26
0879be90239eced14aaca5f5817ed9a058c40b2d7bdc5ed8af2b1e272d9e72c9,1287.0,260.4,655.0,90,41
08803bcb25f757cbf5357693e2d03a34875325e24ca1a6c4dd13e8b970c27a09,890.0,18.2,242.0,24,0
0884d1fc0984dd835c47d58de409b24c18b1321da63940b98f64cdb1f65b933a,2860.0,5.8,45.0,5,0
089164883f21daf046a69ddb15c32537c1cc78bdc490830e0ee74a919aac4191,2934.0,15.6,1431.0,171,0
08962aed4abd6eb77952d90b5648b597a6e41e10e2d2a484c86a2792241f8cac,2380.0,314.2,933.0,134,51
089679a6b2b98c718853b336a3b99ef25887333da053fb327ea2f54c07cf47bd,1242.0,12.0,183.0,20,0
08a2d9283c6925f0bd403c9f1c19ad683df5450c7176b6c59a6c0dcf5cd736a6,749.0,111.2,371.0,46,11
08b08efffc0e9e6a4f7acc67cbfe05401957f3ad3f9254ffa1dc3df24c4ed195,1663.0,542.8,962.0,144,47
08dc57d8940a04058f117485dd26c81d0ff03a358c2f8bc33397f82bc73d69d2,1218.0,91.8,683.0,72,8
08fdd7a49de38d0f6e37d4d1001ba16a3b9c917d772491fec4469e93fe1fa76a,1652.0,303.8,483.0,83,55
0900f4ff4cdedef1b264154d68d4638893ab9b6b20ebaacddb9f44e8a58df1a4,1284.0,175.8,217.0,38,30
0904b0ffb422f35f660fcda476a91f1badc89d60e64dba6e746004c79aeba7c9,1014.0,430.8,549.0,68,54
0906674b0b34144a494f659f67119c6b80c71ce2f6dd621514583bedfef6764a,1513.0,196.0,605.0,72,27
090bb3fc391ac1d280176a0d3cb37614e29d24c9eb525562a1611c35db9fb742,1685.0,301.4,383.0,65,18
091d7ac1b689f56b18e7901c61fbd03ca172c3bb30a0dcfa9af6f585123484b1,1487.0,382.4,922.0,125,67
09253362f579644901ab9d10f413445973f32b959901037ac9e6c6af1fcf5c9a,1486.0,341.8,625.0,89,43
0925eb87130bca80efba32bcf20520fcc2f356a22a93a5de4c6dd4cbde93b654,2152.0,364.6,1779.0,203,58
092772634cc95278ad2c6fa52d83d009ef19c065802a936ab21a48c129fdc031,1983.0,198.6,260.0,34,21
092c04619b20e9fc993f4e3835ec4ca62927891cfa6e22796d83911909d0acad,1870.0,134.2,140.0,27,23
092d24f7367b89d93747a1c2f6a03a247d6b58b2f0199fed8c369b0787379bca,2020.0,122.2,1311.0,145,16
094bf5bc5b97c853b3b5dded8423517325b9f35aa82517b4022eacc934bed391,3050.0,59.6,2366.0,141,8
09581c964cd46e698443acfea90e6708e3eae2271691f400c8daa889c07fe3ae,783.0,69.0,573.0,66,5
0959a9fffc6592fed6fd5780700319b34308a6311534cecb64a8eb22ce8b9dfd,2517.0,453.0,807.0,121,73
095e8df51dc073598165e28181e9e268f4b2abb8f35429cc2639b4cb0c08a1d3,1884.0,368.4,821.0,110,59
096abb2b2049a18a1b958f3a5350856fdf6771d78d53ba14ec5f3b9748bb4044,2074.0,257.2,1261.0,146,46
097902e1b8e148890c40964a25dc78f6c54f02fb6e807d221e019672c39daaaa,3201.0,7.2,1465.0,139,0
098c2473a026a3ff3bb99345b17a5ec528c9196656c13db77ae1ead6b3170494,1205.0,20.0,460.0,41,0
09a79506f2eaf14722a309507e0ecb95f75f43710eacc4d34353550ac9461314,1701.0,120.0,1091.0,115,16
09aa8881f07c107c6004f979c5b68f76fb3ef4a7c024e82feae0a0a8cb4cf1d1,1756.0,2.8,45.0,5,0
09bac4dafe6d8c6b0ea4aee3164decaa59a1d4335689ad1c7caca18e6b1e7656,1963.0,298.0,814.0,75,14
09bde3319427b0328ede02e2caf079cf3b7c2c4341beb018dc78ad17284ffd30,1502.0,137.0,849.0,89,19
09c81e35ede5e4772f873168c47c0f63cea60bd14e83780234cd00e87278cbe0,1065.0,337.2,920.0,121,49
09c89a6cfbe3cab5119d0e4fa8063c62881a4153288b7d65a45ed8414dd3c550,1692.0,42.0,1412.0,109,2
09e1175feb4956c87318ea69b1994f9f117ba224119ae320974974c5f595a4e2,1744.0,254.8,1004.0,114,42
09ea5cb7b8b381a24148981dcfb37aa81df1c5e64657afb3ac22990fe1c248d7,2517.0,702.0,862.0,153,73
0a05e4c98fdb8d30c8416ee1637afbcee1842143c7600bb3a35f692f851893b0,829.0,392.8,644.0,69,35
0a06ed2cc3bd22d29a792781db0946ed9532f2ad9fab7862daac0b3b2ef17c20,2415.0,367.2,1425.0,163,64
0a0dbf143a7342745c9b48c9cd291689ba6689bd1e92fbd0a0293b23f0e82aae,1200.0,194.4,897.0,76,28
0a136eafad603565243f223efbaf91ed75c98012928167eb930783aedf4c6784,1531.0,542.8,589.0,101,93
0a1403f0a71df40bedc02e8b6dc2f790e02e8a7a76149a9ada621dce2e6331ee,1029.0,303.6,622.0,95,46
0a15f2183dc6aa98dfd2f1bf1ef524178975d33e38063c88d0700c558e334533,604.0,4.0,139.0,19,0
0a21aa1f4911ad99707fda1773071a10b7d3a2c808f29d298aca7dbc979e5164,1165.0,288.4,508.0,68,28
0a265fb1747565f6d7288e705aa4021636773fdba74463eed319e6bc9cbbf677,1828.0,530.8,597.0,98,30
0a33cca25e72b034e859fd4e15abe511ab92202b60f7f83be0a32b7ba1764bee,2060.0,32.0,35.0,7,3
0a7e3112aaffd5ac578863354c1f14c57ed9753e4d0dcb22d42e574d31ca0bf3,835.0,70.6,239.0,30,13
0a9617d875ba309342c97d0fc5f8a162103b23556f4ecddd5a391bf1ff6dab26,914.0,5.6,420.0,49,0
0aa0f8a852d579f7cd26d313df08aa68cdc5fae733462fb4fff910593f8e5089,2207.0,75.2,1143.0,118,6
0aa58a74d141364596f972b2b8a727a4a1e619d90abc7436f96107886dcd3197,1546.0,120.4,131.0,21,19
0ab47e5efd572c12e0dce7b8767e48b24693a53fa25d996eb141a5152d06b6fb,1329.0,138.6,140.0,28,27
