trip_id,last_time_gap,arrived_at_merch_time_gap,last_stationary_time_gap,last_stationary_index,driver_to_merch_index
17f190f18f99df22abb1c77bc8a12cc2275136a4ae6cee168f37fca4af0fabd8,1369.0,194.2,255.0,42,30
18073be0480cb23d0375319e883011d6efcd24afafdab4526f247e685191f08b,966.0,246.0,566.0,82,42
1816abf2d57d479a35e3ebd67a60533e1ff040341f59da836d50e05ad5011803,3445.0,492.4,490.0,77,23
181dfbf0eab02a79ec11c4bc90e718e1c795ceebc462a7eab4d657a1a68104eb,1684.0,368.8,691.0,102,27
182790451768249200cbda81b96cfb57b15411e50a27420ff175178590024673,949.0,202.0,204.0,40,29
182cd1cbb4e253463151e10b6b0f9f7148b5f1e8f3c736a908f18b77a5fbf829,2008.0,409.0,440.0,79,75
182f896db97f52818abc1a45275ceb3c435b7da63bd0832e49fb9c04f246a238,1462.0,192.4,667.0,85,33
1844b6756560cda4613d3e33f72306e8a5dfed7dd3c9fde22b94ab4fd387e747,3468.0,563.4,2134.0,340,99
184dcce48087241205bb01b20ce1b3438cdf5a1f175fbe9edb2e30a9469fe7f9,943.0,17.8,566.0,44,0
185bd3a434f9e181d54fd5a324d6a336df25aad1386f9342a3d786d0dc36137c,1073.0,62.0,429.0,55,9
186d967002193fe6a1bb579a057c0c0ce26f8dcd78dd71b0ff1ff5a9f9dc2acd,1601.0,275.0,771.0,80,27
1870c3d9f29cbfdcefe7fcee8c892125d0d091271be72b5468369917ce5faaeb,912.0,440.4,562.0,91,72
1879364bd17096b90faa16ed0274287690d526ead57b5814b66706c6b5989f87,1870.0,335.8,621.0,80,51
1890c3d90af5876c23e849e068cf0b8f675646546cb5eb67a0f5651ed56e1d6c,1785.0,189.0,835.0,109,0
189afa57b42c575d6bfdf0aab857d2c9024eed769d02225f4149bf47a6dba894,1114.0,341.2,435.0,74,59
18a270ca0f7c7a4287168d0d01553a1b6278d0970c09ad464c6363ba0a5b0446,2300.0,402.8,1100.0,136,63
18ab40993b645dae3835d25232d01c4ecc0a253e115af7ed0485b9b9ce452042,1472.0,331.4,375.0,68,42
18b328d8dafa04010f9b6152724aa2b26c6ff642495b1dd8d57b53ab4e1fc048,2220.0,145.8,1115.0,122,21
18b6d9b62562c94fb9c3bc4462bc56236f66c35c437491f27f9bc1064de032b3,3533.0,129.8,2168.0,124,21
18d2c8b71e93dbb0ea5887dbd09145c2a95c0617ce70072088d40fabfd761095,1633.0,250.6,1258.0,104,44
18d355e2e3438319055fb64cbadeaabc2a16fa813e7df76fcc3faab324017782,1871.0,224.0,256.0,45,29
18ed19a7ca05511f361abab30bb11b464535e41f5688f5271c971007b1c6b29c,1422.0,130.2,615.0,86,17
18ef1f0d08b51f0197ec0730df0edab3e587a9469da6c0b3762559f44e61511f,1352.0,12.2,532.0,55,0
19004ef4776fe9b7a013995ea6e96ea17b4b53c35382634c7d70477d80150c6b,1717.0,236.8,308.0,50,17
19038976063751a494caae47ecfe54511b076a6cbb29eaf7cb5007bae86b8dd3,2001.0,315.0,322.0,55,55
190595e2b0e502e2091b06277e706594915c0af314fc2fef141dda56376016fd,1363.0,55.6,286.0,41,0
190906a0da5c4b2ddfe133584fb7829aff23ac950995f69c039b8b97a7f7ef4e,2117.0,405.2,416.0,52,49
19106c45f15d3c146214c1a2a434c2cf8e2fc5ce05f25178fab49440f8c84873,1858.0,141.4,275.0,37,20
19328a5e67063c230123d2a4a0c4ac36c639e5118a7ac2cb7e8ef9a6434a6946,1865.0,244.4,448.0,66,26
1939e71d59a9c3f58dd2a6e136cfb8b18b87e7efd0d5f95a0a70b8c231a6c8b6,3042.0,212.4,2312.0,92,29
19481b29630415da1da801ef566af592a3491ad2ee3c670cc9e7371046443cea,1423.0,99.4,252.0,35,14
1949b6f435daefa663ae636def6d42192793b8a6d8bd5239ca5f48c16e1af66a,1574.0,282.2,956.0,117,46
194f2307d51e8ebc2adc16c1e262ad5cfc4e588c66aaf062d52414d03c5c52c2,2592.0,370.8,375.0,48,45
19525a66dfb8d1f4a901fbcdd31b7d8684ae151ab1aa45eaac62f96b361a86c8,1945.0,83.8,1200.0,40,0
1956f037af9f7907423cf23eacf1cf6071f0e3d19b97f2532f2dff2f2fb47f15,533.0,21.2,327.0,41,0
1967fb229112cf34f39a153313137019eb08d112c9b701d5b376e4e04dd7da6a,1832.0,216.2,706.0,81,17
196fc397472e90bfaead8b4382005f76e5f13057b9ee920b61c30207013e7765,1737.0,519.0,517.0,90,84
199406fbe900504303c755493bb30862a6f826cad44ca1b0f2072b6ea422c8ef,2611.0,606.4,1490.0,185,100
199453405322ebaab93584045c3e8a4d26d8c5be2903f4bf5588af9bdf8cfe72,1932.0,10.2,1742.0,190,0
19990713427550de44de700de30fdd18acd1dd6af606b3f96f38cd7dc5d768db,466.0,5.8,251.0,22,0
199909f1c71ca79cc8b1b9a2428c5eafaec18eff751f1fdfa851f72f55ed2160,1731.0,225.0,240.0,44,41
199b10e253890c4ce3aa4ed58e9f3e071e1f47abcc428bc0ce81e9c834edbf93,2092.0,422.8,909.0,136,32
199c47d0fcbd3faec45f3670aa6b1594ceeb1e844958343891232b0f6f7b081a,971.0,495.8,951.0,166,90
199f04960c625d82f9e9049b2116b116de15bdd2d3c3f9056a1bddbaa3d1576a,1180.0,70.6,375.0,47,10
19aae1835c3452c253ce6319f76fee91d17efec356f1f8ef2bb2c355788c9634,1870.0,469.0,518.0,91,63
19aedaf6b5d743a3cf6a7a9f231a32342287474f6b3e6448e794705e119b7ca4,1379.0,164.6,571.0,75,28
19b3c7eb00970f4b22b2d4de174d6aacedef1fd9bd6d316bc60e344189a26df4,2342.0,111.8,635.0,68,0
19bd4932576adbb0b8ddca2c848982918a3b82fd2ec90b1cd08ab3b8846cb9ed,2286.0,43.8,590.0,58,0
19cb43a26f1a160ec90910079f304cd1184930f2d06ce1284aefba0764d80c91,2438.0,418.4,1108.0,122,54
19d62edee093196ed3b7688224f42930f9fa71e43a7c3f178703af580bcbac10,2451.0,549.6,705.0,121,102
19e3b86bab9a927a8581ae6f353f1d59af8c51675bf734fec2d785f89e902362,981.0,342.6,543.0,90,48
19e5985b416000f90ae579486720d5fec3a3e707ba45539ec5faa28a7623cf7c,2080.0,442.6,455.0,79,60
19ec40f1890bbf77e43a1b46ee630301d0b1859110bdfbb91aec05db388ab3d2,3667.0,367.0,1100.0,150,58
19f1840edab0279fe4dfcc903d8fc0f49281e16ca67c502b356aad79c68769a8,967.0,17.8,372.0,34,0
1a068fe7c186e5d1f7ee1a912b4607556cafbc3afb119590f592350ccd56dbc8,2019.0,517.8,1385.0,174,81
1a0ca113026e79acf4c10a2929ae56ce7ff374ace2f275d7391d4490336b323a,2618.0,261.2,1779.0,171,34
1a0f5b632684d3b597293669516f1a98ba0a63330e01b6abca588293105c30c3,1689.0,480.6,1011.0,149,58
1a15a08c4aecf1df430da0d60470983cd1272293fe2544692a507986dfa9a669,1856.0,186.2,260.0,22,16
1a16a0a135aedbd69aa80243727a844420b8df67e1cf3c9500c3dbd49e17c0b9,1786.0,68.8,160.0,22,10
1a1f222654d159a6f32f7e43fe77867060a0e9a998a638271e2895a32e8ce058,1009.0,185.2,275.0,41,33
1a33ceaafc28e94c3f80c20377aaa5f4aa59d72549e10a925caf5b21b40a1631,1578.0,93.6,823.0,91,17
1a4afd7b86702e3d5e81823532a00e5c130b41a2bf87871c7eb8c4f3b372399e,1036.0,-0.2,450.0,39,0
1a59f139573c34ada1613bc88e92adb291b7a441561c31758968459a83d89ab3,807.0,157.8,528.0,72,0
1a651925af5560baecb4fef067b37a8f766e675cc8234a22f04a232c05192e90,1789.0,104.2,105.0,20,20
1a703ba54469369a9d78c632646383e21ea4a234b7fb7959156b23f2290f9dd4,2330.0,77.6,949.0,95,6
1a71aedf79dd9669df50e7ff99c8fa6fe61490dc32d15a8c5690bccc91fa3506,2436.0,243.6,612.0,98,40
1a79f81b7014090dea44e1d83c3a71c9506c35b872c436cae43efa920dca75b8,3009.0,573.0,1475.0,188,91
1a8464d8175e98deeeff39817caf72d5d50052619091af64f00bbc62882f0c12,2693.0,323.6,438.0,70,43
1a889ddc9e5a882f4e4cd4da47e02802b8ed55737eca3d9d610f5346da1789cd,1716.0,18.0,730.0,76,0
1a8e5e7eb8a91c97b1425f3a6aed19e4b8eb0fab3b8c3f3df3c63f6e7be5237b,1801.0,254.2,721.0,103,21
1a941e9cd5b1d5cd94c5bd70e92e46e416dd8c05b85c2b5016f931298707841f,1440.0,435.6,1140.0,149,55
1a998dee58a824d1b1dcab4c83200542457ae2f2ceb18e442b541bb50f895981,2539.0,317.8,1057.0,118,36
1a9cfacfb43fedd28500998ff904d06928acd5e6f116deac115baeb88baaf44c,2315.0,36.8,1195.0,115,0
1aa5120674740cd94c9e455b4eadb546a2352c028cefcb3eaecca2326abdb1e1,820.0,411.4,655.0,102,68
1ab3274ff13eaca60666196fd0d7aa4d221ad82465553edc7add6b906651c6d2,1405.0,295.0,760.0,60,18
1abb25c35183b0943340a340c61877ae597bfd63014984d2900b2b27637e34a8,1262.0,39.8,55.0,9,0
1acb91fb69c8904f5a0e316f50a5215f51ed6b92004d57c5ab3741080f06a55b,2308.0,145.0,1323.0,129,0
1acc273fa8d75e297aed421a4b06403f06a506e516c5cfd4430059781034f065,1301.0,33.8,470.0,50,4
1ada7f180c44dbf9926169c3811709f4bc274e5108eecc5b7aeab808c0e0ddbb,1131.0,48.0,160.0,19,0
1adcd18e308a93973180481e79ed37f2e84ae4be38ac6bf481785e660b83d000,2184.0,7.2,70.0,7,0
1ae177b445d4c9de3225566389448414449b4e86c985b1954c407a6c677c8276,2031.0,234.6,1603.0,289,38
1ae9562a9b8adb87dbcbc6bac10545baf152b7322a50ce338f253eee6e9b657a,1406.0,57.8,374.0,44,0
1afbf2b3c11f4eddf51970f38130f554d5f2e9f0ac7ea1fde1fe85e4bce5c007,1742.0,192.2,504.0,81,31
1afe18a40bf8c7ce85542308cf29fa57e55bdcbf284dbe0d2f8693f026694fe7,840.0,15.0,145.0,24,3
1b0e16d5b68f024b471470a2d81b3b3e3e9097c3524c958b0066ddc31fe3aa62,1538.0,536.0,788.0,130,91
1b219ed35a498a285a586f02016476d496d69f72eee6e05e54ccd3e687402f78,1920.0,105.0,653.0,61,8
1b26ea49312494c1995db060c51807d4f0f47092291b0ef8e1e253ff87e1663e,1599.0,173.4,194.0,31,16
1b289ec6ec170b8ea3c12857781a366315ac858397b6e3f0ba8156acefb8ee53,2700.0,176.4,1184.0,126,33
1b40ebe77313150ecbe3b1409c4eccbe3d2f0b9a67b9be1d65968664b10922dc,1710.0,184.2,930.0,104,31
1b7266ecd4522a5de9c2004c1e73865bf048ee378b129f57096da1f116bf54cc,576.0,1.8,423.0,44,0
1b812d2f81afc7a607a7179aaf61574ab6dcec1bdf19f34299043ed75cd157ba,556.0,11.2,426.0,49,0
1b87079e79b931359b1c151456ab112bbe4c4dc248ed01ab9503e78ab626281d,2028.0,353.4,811.0,118,56
1b8b35997214a672513882eb71cd7b79e5fef8a52572c34135eacf88e1e1354d,706.0,61.6,60.0,7,7
1b8c1d70a83f6698f6646fccf719500af995fbcbd3ed80caaa1b0e7d50d8f3be,1374.0,184.2,1043.0,110,16
1b91061384b18b8fb0e0ee32fb573acbf5469d95e7d4512fb2b0a8a424b1fa03,876.0,80.4,113.0,18,0
1b9c5adcbaffa5bdd6656fe98578f18a8ac723535a3b887d1ad922f432fc4b4e,2045.0,246.8,1544.0,115,34
1b9de2f9a1bd032872439529531a68b43a2a50e37bc7945e4ea0f2b0747bfc42,1336.0,15.4,86.0,9,0
1b9e30bcafa45107ee05f5180e825887229465219066b5b257734bb4781d2ae5,2467.0,239.8,450.0,65,39
1bad9336087096057da9c6d75670bac8ebe02dde1f3ee4bb58da356777d8bdf5,1175.0,42.8,280.0,35,3
1baf8d6025996689a6a4d1a2bf7e93fb6eae14be344efdc1042782c9b0bb88e8,1807.0,166.6,1129.0,129,27
1bb20fb6d9e5df9d101bababc8ec70d12319b64261f2a2ea0538193a6d90e2f8,2231.0,290.0,355.0,49,43
1bb33a720574880e2c8b84fb4e3494c57d4b1843affd7eb702c26a2b9d0a1691,2640.0,189.0,1319.0,144,30
1bbfecd2f2cea66c9c8c5a89222a3179db3f26da8747bb41c0fb3a174e785b9e,1674.0,114.6,667.0,63,11
1bfb396c8bfa259a2272a057cb39f560ac26b9b4523632acfbb4a2d77e3839bc,2088.0,71.4,963.0,63,11
1c00c8ee0276b49415aca57e38a3ea77858b7873bee9733584766d60ae3cec41,856.0,106.0,192.0,26,19
1c033e28bfa9ad047e6a3891e94ca3ba38662d276253a8e1ce34bc99ecd58e61,642.0,232.2,240.0,40,36
1c0f2a08457063befeb0abd5670b654b3e824929f9e5c70d23b17564b477486d,1385.0,35.0,170.0,15,0
1c122db131341c6c270b185a3ce402bef3400eb5b51d1a285d2da592291e049a,3129.0,30.0,926.0,92,6
1c35930dcedf1e6890b742b77af1564608a0be7ee4d6b42219fea36e0b39bc85,3459.0,153.6,372.0,51,19
1c3c97cda55d717f79c301fd9059258694b3b480a760b10ab3f7b68d1555599e,1332.0,146.4,412.0,49,22
1c3efd9f0e1a59322e5c70b2cef3493fb6dab2899c44c59690f858488d992715,1979.0,130.4,150.0,25,19
1c485e70f5b5b41f54c32f7f6fd77a57b14bfe8c29afdcf22f1003b6106c3d72,1929.0,138.0,587.0,67,24
1c48889fd5165be821a2704a2fc1c6da89c088640dc19941f8bb61241888163e,1405.0,370.0,620.0,101,61
1c4d280d448fe7c0795d8a9c60f35e65b86a2a98a9bc5e540763d44d77a77daa,1354.0,206.2,681.0,100,27
1c4ddbab45279e458851aa9eef2e6788021878e01dbc165bbd47d49649e932f0,1937.0,179.0,202.0,37,33
1c5a4fdebd4d8ce998c7f3dff5b8b3b8fed408288cd1e6a16b90df3ed963eb3b,1813.0,223.6,1008.0,110,0
1c5f58c640335f8d1bb344b6e7ff9765efaeccc048d6b136adf24386643d5b9b,1162.0,127.0,452.0,59,20
1c5f909bdc6ee6a10c6a2357e294724707f094ee7ef03ab161ded38675a9bc67,853.0,76.0,608.0,67,0
1c756e231c8ce202d937c921762af6b7c8e9adea4af6c759e063381b811e49fc,848.0,80.0,144.0,23,9
1c786530dc5b020c315d284b9f19a5dd0e00ea3c7ea5fed5e87067d0564d9e0a,1933.0,225.4,329.0,54,38
1c8d422562e82ddbfb78be0b71e875beea5d7b2bc90415c1d4904d9f40d188c9,1028.0,5.0,440.0,43,0
1c8ec718050afa937142b19297a15dfb32c7b41673e0979c024d1d034436ee61,2049.0,397.8,1233.0,153,63
1c96b625d1d46b6cebd20bef8c5a392b2b192d76bfbc9f4a9e11b25fe6409e30,1148.0,12.8,596.0,69,0
1c9ef80adf199d824c60a80b76c88a6c237be3517eb2273c8222dea18712f956,2221.0,302.8,1326.0,133,40
1cc543748ae53fecac58c7c01329731efa899184cf9a60c9db192a0df01c0c06,1264.0,10.6,397.0,39,0
1cc8782db2ac07869dd58a87487bfc4e8b6df2c7427f051d3a4b6a65c6f5fd11,1650.0,79.8,719.0,77,9
1ccc6e09dcd6b4a127614267e6495811f38b3824bfd7b03f703c3fb0733de739,1971.0,432.6,1696.0,197,77
1cd44315992cb25d592f046036cb5a67cdf835bc2f71bc6774c224b27d26f41d,2202.0,37.2,351.0,27,0
1cdc3a2b7c67e479f0b38f63af82f4ab7cd701a24c5099f2d38b37694ea7310b,1480.0,115.6,665.0,78,21
1ce4421d61f043d528606653b25b3df0a2af388e7ce08f7bcfea641043240a0a,1041.0,168.6,938.0,102,24
1ce807c4cbc13bd2a035784a4c9586778c77e20f660a2c33c8736e95f1ae557f,1578.0,35.4,90.0,13,0
1cf6f8b71ae4233435ec80c3933cca8480a61b7eff31e20d27e806e635724fc8,1960.0,11.8,1085.0,100,0
1d0392756375c43f6c87fa9b8cb122fda068dfb21893812c983c62a40deda167,1465.0,236.2,283.0,45,29
1d0cfa6fe90787abe7797df98edc1daddde9f0a1ca0c9c8ae1a253fdc9b252a0,1231.0,595.0,1077.0,156,90
1d19ef0c8881dcab43b08f788991afb58610470271925aa09890be05cbb8637c,1687.0,125.2,732.0,55,18
1d229e8ac0bc9e659b4470188d9ad9bb38fddb6721e6b8f30cd6542afac9682f,829.0,263.2,529.0,74,39
1d2c7e71ebbbb904d970b740b5ccc4a6ef804a45b37c8ab60548ee836ed8c833,674.0,27.8,259.0,37,0
1d41797c37dcd168adcf2e166cdb25fbbb9cdfc4e179b5bc31900a5409dc93ab,2757.0,35.4,119.0,14,0
1d480067dabb84a51635be9d16bba26ed4520daedbd07e752bdd101587916575,926.0,30.8,135.0,15,5
1d4eb80791cb9f45e679f3307d23819c39bb0e2077841e1d5e72db49743da3e9,2649.0,346.2,2034.0,217,57
1d55d075511ea63cde01301070130342cb7bd3231fb8646f7952b79aeb832337,1341.0,82.2,760.0,98,0
1d5d2105e083434552c38111baff851608aca539e2f520009f7fc679268ed4c4,2602.0,204.4,300.0,43,14
1d7f4bcf9b4a07ee0bb096b62f1de2af70b8f821dbdc917753cb49518dfb7faf,2923.0,527.2,1033.0,118,75
1d95f7aee6b83ea6fbf357ec378f21b70edde9e6b6ae946058c5824700580644,1915.0,341.2,914.0,124,64
1da1066f9d3d3d454af136f083eaf4a8a274937f5efaec2c4e568b7b4be3d5eb,2341.0,400.6,1570.0,187,66
1daa920a605f1887ce5eeae3fc77cb59bb26d4dee59ba20774f7f7f86f6a4a92,1439.0,164.6,864.0,66,15
1dada0441c63028c0846b0dbe2c03bb1f587014d5d51afa586a3a02b2e18185e,1610.0,947.0,1023.0,194,179
1dbaecd5533b59e41dd90e3bb56c8947f249500fb476282fcd9d440cad16f3be,1330.0,98.8,625.0,64,2
1dbb1e3a0db2d7379fb86b79688e8f9aaf28447cf5c503fd4e5d54726171a0b7,825.0,205.8,400.0,61,38
1dc257a634af63d82610edc14df98165edd092b536e63252975f7450d3dc40bd,2383.0,95.2,1332.0,131,7
1dd5ffd319ffdbb07579cb5479969ec82880f9263fa70a9845fd43b19aa25c5c,1017.0,371.4,701.0,118,51
1ddc90914b4a4a1dea3aefb59f94db7ec89f45b94d21fd01e753ec35f56d8259,1895.0,329.0,550.0,91,59
1ddf5369ebbd949af262697809dbd23b92271681074f72b0e87845d88fd8cccd,1168.0,44.8,450.0,53,6
1de843a948c097c80afb8379d897a99e46559f8c0bc770973f1988501ffd2a13,1975.0,224.8,770.0,94,34
1e04492d7519b177c0c609ffddd7894c484e47ec038bbdc1c223a269d82e4f64,1237.0,89.8,360.0,45,10
1e05977582b524be0daace36e2206b0ed7ce772d24f97bb40793a7ed5f86eca9,1899.0,282.0,471.0,47,21
1e0e2f30c4e2e0db71cb33c72dee413d308fb5bd492931b68f2516ce6e38cf22,1758.0,600.0,673.0,123,53
1e1dce15cae58a902c9dfe2b3b62e6887f9f5477ed7d9acef143b770c47edd5b,1643.0,267.2,305.0,56,50
1e245012e26504f0becec11309c84f99d5849a12243330ae36778a08465e52ff,692.0,143.0,174.0,25,19
1e2a3bc8dc18bfc3da289fdbda2d6f11766a3ea22916766bc24e7ea21f3b0c8b,1734.0,79.2,90.0,14,13
1e2b449579bc74012e7cd6f59734ddd7129c0f6c776281181352182b9f7071fd,1543.0,234.4,1021.0,122,41
1e38abf1140c724eb060c3d19c4524b992a889fb4a019878cccd9d4ddb7892cf,1232.0,16.4,30.0,5,0
1e3be8fb0b5952278b1eef5f0edfdba5ed9fa131e8b651fa37a8f4e74d19fac7,1694.0,180.8,150.0,29,0
1e62b21c9e37edf86f38825fbdb14961e71adaa5b94bab9105f0c88021c685b1,1893.0,230.4,230.0,45,44
1e6783531c12abec2e3adb7fdc95f9c031af33791edeb939388fbf62ec8bc425,1929.0,409.2,441.0,80,64
1e6c310d8f622e2e9ec73afb1fd684dad179b9d3f107019c4b3e5bce182f8d57,1792.0,281.2,1393.0,150,38
1e7bc5ced581d7ab9b4896292fc023862bb2b9eced12d4156436f318a0f4f00c,2001.0,102.0,474.0,55,15
1e91302c3d6725944b01ea98cf5e7c71f1242938b49bef985bf5e1f34f5ebe07,1439.0,65.0,415.0,45,0
1e92ad09ca311a07bd907e395d8b1a1d5bb199b9339cab290667090e85de32c2,1676.0,276.2,1296.0,125,44
1e98b0e2ec49c0a098e45aa3b2c7ec5fdfb2f2b6861c350c304b1c12980016e1,3288.0,225.6,2508.0,244,24
1e9daa1bbd07093256f5f1e6c32ed9c51083964cf59756413acb2e4ff919bc68,1893.0,253.8,315.0,48,41
1ea9f8ed8af888214fb3eef68c0e4956649981dd22b414d38f99999ed2a98b2b,1933.0,575.8,1379.0,169,96
1ebb31c46e77f89e392182607a758893d17da56acb92bf9108c9b245fa32c0ad,1856.0,319.4,853.0,116,42
1ec089a212910fb996d416249dec3ab53a071668618fbda1f5e9dfff8cd16449,1883.0,254.0,586.0,72,36
1ecd56fe3cedeec6e5bcfa7de0d3b854484da79ffc8c2e2364c8f200e8f30397,1586.0,256.4,536.0,74,26
1eec8a60f2ff4242f1546ee956fa0696af0959f56da56bf21265ddc9eebe520c,2503.0,293.2,1079.0,120,49
1effe091d6258dfe64633c6f9e2faf698b2a2c6aecf640386da72b36f6e307b1,2158.0,242.2,1283.0,144,39
1f02be4b4259432d0c35cad3fc998bd1717325a095d03a8dcc479bdca0e5ef99,2200.0,410.2,1270.0,168,59
1f10fa1639a6c49f81ca5d78604e0f30e1de906d679a107c57bdf2d6371128ed,2507.0,393.2,917.0,116,59
1f1789dbfcef7865fe322f7d27110a8926f1bba088aa17643c6150e8fe8e51b7,2795.0,116.6,2357.0,224,18
1f201f832e7146de595acd7ccf152b8137ba244d7e3a0961fe7e38129444c844,915.0,98.4,320.0,41,15
1f4011cf4b7d3418323f49c89b8f65b447649028ecd626b451af9922d90db105,1945.0,298.0,912.0,120,48
1f4cd300188858495042e0e48a6b7797a55e35993e8d0f606ec4096b5ccad18d,2623.0,679.0,1357.0,159,105
1f569b0dc0d84c01b8efcd02610e87ca0d72aed6eae081a833a020324d467fdb,2947.0,196.0,233.0,40,24
1f8a0c4c1cec4b47b58a0e837cf9795c462a98fd15587fb0c3d6d671dbfca6a8,2808.0,378.0,1617.0,201,64
1f905ea1a73bf1042501e12fae5fd986581522791e1240687e380666a365f9b9,2296.0,496.0,877.0,114,77
1f93086228407b62d194b5be0d7997aee39d256522a26823cf957b31ce7f71fc,1630.0,40.6,85.0,12,8
1f9435673735a991f9c8ca05a57d405b21f7185db3fe8523406bf5dd6d39589a,1322.0,548.6,657.0,74,60
1fa8c2a8d8e6034f0f0cc9f86e543734f2d5c89fd4461417e068b068e59f7ad8,2642.0,687.8,749.0,128,104
1fc2ef52ffaef8c0093a58f9ed26952dfeaa1ade99166a77ebc633a2345b9c2b,2383.0,218.8,242.0,14,10
1fc39b42489fa3ecc611eb63ad8a28af282ed32be5ce5c2a714fa716572fa0ec,2330.0,827.6,1122.0,185,123
1fd773377d7b444508c2f0b424a720c33f61588b9a59d397f669c70b93f296a4,2045.0,245.6,595.0,62,41
1fd8ccb7d9b5f965a977e8948073d531d503d68d16e9dd9720704c231f86f363,1030.0,119.2,425.0,40,10
1fe16c6cc7f557222dcd64cfe592595113447dee3ca03eaa5d69198d594a6194,1405.0,234.4,251.0,22,21
1fec74ee97022517dcd05dbba71be1b875cf43235f597b54bb550c1eefe642c2,1233.0,131.4,655.0,84,13
1ff0e09540d22f174c7bb28e89c435f5e2a0264129aa69bcbc132beedbd59977,2845.0,71.8,1420.0,127,0
1ffc07b574796e7b06c45996f7dbb0350fe28f79a393e305d109bbee50fb097b,1490.0,9.2,705.0,71,0
1fff7def88db856fbbdc0b2d0079eb54b9e1190f4d287a28082135f60247a0ef,2956.0,46.0,1827.0,154,0
2002d4a621698e9062a9c4e88308163d5f63f3bf608452a33252aacc9f617130,1157.0,11.0,690.0,70,0
2011baed0661febc1c5194175bc82e3392aae8e05fdc6156d4abdebbf15f6d47,1575.0,391.8,670.0,109,66
2016186f9852e4355abbadd9bfc730fab48e115dafef2fef6f6b85ba9f6ba561,2512.0,494.8,784.0,98,73
2024407939ad823c3d235f37dbc7484e6ad271a7831eac1878a4dd35c7cf03e3,1001.0,9.8,205.0,19,0
2028aad84bcffac2ecd6ec530b4001830a1313b5a1918a3c244139d94b0f21a3,2984.0,171.2,1160.0,131,25
203b7841f814858f1eddba81a80c4dbba6aa0df00718fc20de09c142dbda7955,1733.0,171.8,620.0,80,22
203f6f365997f9ec481c11565ef62a1c10ce43d0112017266534c190f2e8c43c,1593.0,115.8,764.0,76,19
2047e48930578e920199dff2432ee4de1031077b2f4459bc76c284e3e3e1fe6a,2542.0,119.8,778.0,84,16
204a2edb90847c5c359162826ea0aceee867c4f769660114e933fac476b5a6ef,1461.0,219.0,423.0,62,34
20702eb6e1a5842b21065d7be0e8a8776d4b52b8f0c99975c563aa28622eea6b,3258.0,75.6,263.0,37,11
2073019f909f8edf18ad05052e6778ab414fead8279e6ffac29a736bbeaf879b,1815.0,77.4,384.0,52,13
207dae8026d8eea49776d64820f89f3f6046c752c802d0f90c0c973f5d1d7d46,2535.0,507.6,944.0,136,84
2086e3d82c42611f6f0184b4c2aedd2297bf83b93310cac0e28c580391ea8e89,1596.0,306.6,592.0,99,52
208f0ce3e952702762b6d0cc38d63cdfec02e12c45b85dfa19acb8fe2a463ca3,1906.0,280.0,1155.0,141,44
209914278d5ba12e75ebb3e1047b675d897106554c33726d7277405f2f886254,1933.0,113.2,546.0,66,14
20a3829cca7b4b21a5233eede103c82ef0917d7e8fcbd6c166a6f128da636d23,1281.0,172.2,490.0,71,30
20dff855d1c6bb9e70e979066698d386d4c5c6818378e447f097147bbdb47237,2751.0,126.0,1490.0,79,0
20e3113a17378ad4c0aab6042f9dd867704cebf38f485ea5e8a70f8f454c0d55,732.0,12.6,15.0,4,1
20f89918628ec957c2e9b3970f69cfd08886bc489dd10011446cab926650fc22,911.0,126.2,229.0,32,20
20f8d66778e83f170b2f962d82120c9f0be7519c4c1c35bdd8e34ea8cc52fa1c,807.0,15.0,494.0,52,0
20f8de7ae34aa5d72c49f222d7135614f4930be8230403691f180b011b4877d4,588.0,178.2,295.0,44,26
20feadc4b5e722e41b31d5fdac671033c5b649f03135161a61222b7cddac32c2,1180.0,214.6,690.0,80,27
210c6bd25da5adde4ced6f6a51bada0389dcf16a2dd6cc9cc6e35c4e35853ea3,2057.0,5.0,1442.0,99,0
21232766f81c59103be3340b6372948f3775b4b62b443d0334f97aba75643ffd,2168.0,428.0,488.0,79,49
2138608a84be293fed610ea046a50738a614f16ee1e0127b497c1324f63c6286,1586.0,427.4,873.0,75,23
21394adb20e03f82f0a084fb28f6f569755df15f3bbd958830b6d39d5773f885,1480.0,97.0,745.0,82,16
213d34558ac5322b4bae67f17232c552f538cc56f42b1eac00b701fccf05f2e9,1730.0,359.0,357.0,69,46
214533ccb54d814cee8f78e2603f47aa52ac8f83380f127ac4b63c86db048c58,2977.0,577.0,1334.0,206,86
2156744c3d286326b55df528bb4b96fb6d8614934f2d969b713251df385009c4,772.0,8.8,81.0,9,0
215957bb7b3d7bf47a0ecbe92a71fb619327696d32a862f39a8dc976ad689635,1459.0,171.4,499.0,39,28
216b400246aa9dd26d345151f4559e1b54b7b52f8534724d8b0c8ed5e4faadcd,1476.0,60.6,297.0,39,0
217c7d56e82d37138dfce8c7163dfcba590c4d56f2f876cc9f00d250f3495c95,1785.0,16.2,240.0,25,0
218a866761fab619f60982233614fff43255f496e906a83c395a1f6c0034281f,1332.0,360.0,458.0,79,56
21a8e1f396f4f88ad0a3826eb261910819d29f85855c29789ae8ee902431b99f,5823.0,648.6,2357.0,252,72
21b3031cd6e0904ef3f03b1f06286d1bb90392a42a4bdc69c84dc307b56e988a,3765.0,807.6,1049.0,143,109
