Timestamp,Label,Features,RMSE,MAE,R2_Score,Input_Data_Files,Contributor
2024-07-01T19:40:18,Model_Run_20240701T194018,"mean_time_gap, std_time_gap, min_time_gap, max_time_gap, mean_dist_gap, std_dist_gap, min_dist_gap, max_dist_gap, driverID, weekID, timeID, dateID, trip_time",6.5071137191008575,0.9941617616508541,0.9961545591575894,"clean_2024-01-28.json, clean_2024-01-29.json, clean_2024-01-30.json, clean_2024-01-31.json",Lina
2024-07-03T02:26:07,Model_Run_20240703T022607,"mean_time_gap, std_time_gap, min_time_gap, max_time_gap, mean_dist_gap, std_dist_gap, min_dist_gap, max_dist_gap, driverID, weekID, timeID, dateID, trip_time, trip_time_estimate, error",5.073222090831565,0.9262138181293352,0.9985792160323773,"clean_2024-01-28.json, clean_2024-01-29.json, clean_2024-01-30.json, clean_2024-01-31.json",Lina
