merchant_id,lat_changes,lng_changes,lat_nonunique,lng_nonunique,group_size
9291ef6b1c61f268e0135c20eba8561677bf1dcc73886834f31b51db96a83aa1,0,1,{},{35.855: 1},7
9383827e1f508173a5cb39ed5fceb947c97b637cfefba793fd113ac1f4996e09,2,0,"{31.947: 2, 31.948: 2}",{},13
93a18c009bd4ad983b305e324f08ce1c33f3234c1dee53a7696c551f7837566e,0,2,{},"{35.874: 1, 35.873: 1}",6
93cd92ddede8384c3b1063012b2ea7f52698bdb7b18130faf9ce0d012eacbaf6,2,0,"{31.96: 1, 31.959: 1}",{},3
942c390811c0bacde1b5040103c9b27ee26678b51fc1fde39a623781ab344d05,0,2,{},"{35.848: 1, 35.847: 1}",19
9436a061d36734bd0e08cf7e499ce168e45abe4a6c976a5fc615f69bdb053f37,0,2,{},"{35.926: 1, 35.927: 1}",7
943b4e90c25ffd1cdb677d979aa8ebbf1f6c9af99299ac32cc8e918794cba460,2,2,"{31.961: 1, 31.96: 1}","{35.876: 1, 35.891: 1}",21
95bc60e65990581f75d2b2d7f9a86cba42dd1e44dd1809d1a2cdb8a1b28dd3d0,1,0,{31.983: 1},{},5
965527870bcb4e4bdea6cb12b21dd7a5f3c10920f5a1d9e6e700ca73e8b95164,0,2,{},"{35.861: 1, 35.86: 1}",3
9704cacbda2ec5dae8fda1827bbd77d0933e066a876595f67521c6b9df5bd914,1,0,{31.892: 1},{},2
975948fecd8c8bba7b68b2f3b327ca0c393836c180c7056aa5ed1dfb2ae241b8,2,3,"{31.976: 1, 31.975: 1}","{35.852: 3, 35.851: 4, 35.85: 1}",31
97efb16d2cb0946ddb625e3867dd2b8f825d5d93690e14caf62c2bf22b93482f,0,1,{},{35.932: 1},6
98a1cfb928837625a52b292fe9cde4bbe0290dc18cae58445f8fd623ed36fcee,2,0,"{31.974: 4, 31.973: 4}",{},16
9945a77811bf0d38214ba57b4a726fd42185d52a16266e41b160785c4901aac5,0,3,{},"{35.87: 1, 35.869: 2, 35.868: 1}",30
9a46eea629ef7b813c8360f4af1ecb0b1e79601a71342d2830acc54fad814188,2,3,"{31.988: 1, 31.974: 1}","{35.923: 1, 35.884: 2, 35.883: 1}",20
9a739a72116ac0ab200a460a10ad168fcfc0ad1be679e051dce5e7487771ecef,2,0,"{31.957: 1, 31.958: 1}",{},5
9ba482b1a040713aef6acb064c5b676642ff1cf4e8472e9b7d5bbd3521bec921,1,0,{31.989: 1},{},10
9c3f662a7f432f1727bd7b308b28a020b632e9947870725265a97202ad3c8b1b,0,2,{},"{35.868: 1, 35.869: 1}",6
9c84bfc8adfe5fcc0637a8e559e5888e1cc71e375d584d2d21b42e1af69ec658,2,0,"{31.957: 2, 31.958: 2}",{},22
9d0ecf9d5cafabbf5605587c3b6cec9ee54874c7aff1a40d992e83278df77f27,2,1,"{32.03: 1, 32.029: 1}",{35.87: 1},4
9d9ce0cf0322f0d13aac7e4146add9c2d641c6f358bbec8f851337ecb6730502,0,2,{},"{35.863: 1, 35.864: 1}",29
9e1c02afc2749f93d6ac48e5c50cd8a6dd0e774acfb4bbce660e67c162674cd8,2,2,"{31.962: 2, 31.961: 1}","{35.877: 1, 35.878: 1}",6
a14f491c7fe8481232ebda6847dfa64304cd9086ee89bc8238e144b59e99dc40,2,3,"{31.918: 1, 31.919: 1}","{35.894: 1, 35.892: 1, 35.893: 1}",8
a2f40a72917341a8057e52c0bc901f5c619f1ef24da5a8e6bcadeca1a6e89175,1,1,{31.995: 1},{35.871: 1},3
a3a33aa89b1fb556e630f30e00dc8ce6817ab81e622a8b4d8a633c93da4235b4,2,2,"{32.03: 1, 32.029: 1}","{35.872: 1, 35.869: 1}",70
a415ac60ae34f239add474205b6d6b8283b4f3383f2bf34ea83c7d86b4bec1c2,2,0,"{32.003: 4, 32.004: 3}",{},13
a4e72a776b4642ba09feec29c0887b7e6522624dba392e95ce4d22e9f73907f4,2,2,"{31.993: 1, 31.994: 1}","{35.871: 2, 35.87: 2}",7
a55d3cc4a0d6fd82dad5c150db832b1d2e3cc635f489502f311dbcd811c718ee,2,0,"{32.03: 1, 32.029: 1}",{},3
a6f9d6bd0448f3db52caecf080197bd2ee59fe3731fec2c1fe4582e8e49a7fb5,0,1,{},{35.924: 1},2
a8adc2873cad8a4eec66c27917767bffce682951d8618fd571b4c96639147b0a,1,1,{31.964: 1},{35.908: 1},3
a9271a4a1e77e280ffb5e4232b5a2c60ff77bc5e8b7597e996edf883b143f8ac,2,0,"{31.952: 1, 31.951: 1}",{},3
aa47a39e22df1d91bf4c42c4ea9d751efbc74ffe9180b431a25b9f76f87f32ba,0,1,{},{35.983: 1},3
ab40b6bb66edf750b70c5fdd533c4674fbe475504efd8fbeacf618e40f98b216,1,1,{31.972: 1},{35.872: 1},3
ac21738c2c42e350b651be4ff7a524dd3ce8818150206c0b0ed2b067ea5eb82c,1,2,{31.974: 1},"{35.884: 1, 35.883: 1}",10
ad34ff3fc5d1c6a2ed27dccdc0676ad78727ef52b884b0f99a5770fa52bc8b30,0,3,{},"{35.904: 3, 35.905: 4, 35.906: 1}",17
ae308e21b2da24c2cfce6ddfacdf07ff89c2585eed5dd7894a2b7ea1179f96d7,2,2,"{31.995: 1, 31.994: 1}","{35.859: 2, 35.858: 2}",10
ae59fd035db515f354eb1076a9bf7244014a0f08e441bbfa99f869f7479a3b57,2,2,"{31.965: 1, 31.964: 1}","{35.88: 5, 35.879: 5}",30
aeba8a9cbfc0766abed2504e933b48ebd698dfa4b39a5a0e312572c7398a15c2,1,0,{31.94: 1},{},2
aeda66c63b8059a4257a6719d21af368a6a702982dedfbc1af83442a6e33f940,0,1,{},{35.865: 1},3
b1dbaf912f13f9987faeb4a93542ef81a1ef7f1611d5440b319df022aaae8889,1,1,{32.011: 1},{35.871: 1},2
b207dce7f047c4b5435d44026a3a8c56ea250b24d08be13f64a07dd257e4fc1a,2,0,"{31.92: 2, 31.919: 1}",{},6
b24d6f4965878fb878f28e9f3a83db16c78e20710603c18d6c1f5e32ba91f812,2,2,"{31.99: 1, 31.991: 1}","{35.944: 1, 35.943: 1}",6
b2728ed0f8bbd46bd6270694b5c18428ebfe40b8e96a9c5c19c5938fe107e292,1,0,{31.941: 1},{},2
b42406f4f0be075163d9ccc3e01bf182b3c277a21e2922d25f6e76ee65152aa1,0,2,{},"{35.854: 1, 35.855: 1}",3
b6271551148f1892591d516e5292b16fa055595bbf6ce4e313ea01df0666caa5,0,1,{},{35.901: 1},2
b6831fe97e96e3667744da22064cef39bffccd01270fe03807ea8b0df6fbeaa4,1,0,{31.89: 1},{},2
b704032e8844bf4d614a797366713640ea1db599a8a4a9734ab6be922e123a80,1,1,{31.957: 1},{35.846: 1},3
b760d2fd940200b2bf23a7c1e1ffd3b76f8f134d071ca1711d50a8879e61858b,1,0,{31.985: 1},{},2
b793061b3acd7108693f1126fff4bd4a9b241aec1d5fe8d4c9f6589fe5ba2400,1,1,{31.954: 1},{35.853: 1},3
b7d059890be8ca14761905b844c3746e91d96fc4376c327229347e63963f0fbd,2,2,"{31.972: 1, 31.973: 1}","{35.871: 1, 35.873: 1}",16
b9301a3a754b0a792d79e62fb22cf2acd9d9498b8efa6c9f2721433ae5a66ee4,1,0,{31.993: 1},{},2
ba511e10532b3d7c5bce10df37cc4b3fcdbb029175cba199aafcfd091b4bef3c,2,4,"{31.968: 1, 31.974: 1}","{35.842: 1, 35.846: 3, 35.847: 1, 35.845: 1}",44
bb3d72db7d47d1669602b3535c5c9143095a155288952d3de120ea4f78bd32ad,4,4,"{32.024: 7, 32.025: 9, 32.0: 1, 32.026: 1}","{35.955: 1, 35.876: 4, 35.877: 2, 35.866: 1}",69
bbd4940617e8c2ff72a65bde1d33dae227e1a33858b9a6c7c2962c4f0601779b,0,2,{},"{35.855: 2, 35.854: 2}",15
bc45e3a62694cfa1be783ca28ba9ccd88c09f6b5a68d3d03bbbcf41ab92e81f0,2,0,"{31.953: 2, 31.952: 1}",{},7
bcf9a0f49d632df31202cc5d21f227e53d347ecde36f2a8a402967aaa2686ba3,2,0,"{31.985: 3, 31.984: 2}",{},7
bd01cb109d133c0da279dbdc5b15f1bcf797b1d2c45ee632da23919923b830f2,2,0,"{31.954: 1, 31.955: 1}",{},5
c0bca1a7d3bd6d446c6ec8be5ae3236b6cedba6c50a4206e9c278d294dc8beca,1,0,{31.958: 1},{},14
c1161a68e0cd520ec7bee8e4f74ae3ac5d960da1bc7266ba42cf7766adc15472,3,0,"{31.954: 1, 31.955: 2, 31.956: 1}",{},28
c16cc83d439c425bd65f7a42894610cc55a5d50cf8f49d55d6721c63004743ec,2,2,"{31.975: 1, 31.976: 1}","{35.839: 1, 35.84: 1}",3
c1921aabcf3151a71728e77b512340ada87099366b88e566c7875032488ed39f,0,1,{},{35.868: 1},2
c1e07a7753ba9167db5e9cdf0fb108668f73c52772857ef732eca293f76069e2,2,3,"{31.965: 3, 31.964: 3}","{35.907: 1, 35.905: 2, 35.906: 1}",10
c445d3f9f5992a289ecf8342f757c4b7d3ff3655e36cfc0982a7fe15a213831f,1,1,{32.024: 1},{35.858: 1},4
c672b074d7f499f4008490ff1d9a1331aad5ff8d94bf17f89b65ca993f5aba86,2,2,"{31.976: 1, 31.975: 1}","{35.84: 2, 35.839: 1}",6
c6a350ea55abe9d34ab867cf117775bfdae220ea0b9bc06d984224f535d57df8,0,1,{},{35.913: 1},3
c7202b2a391e37aa17396c383553a5d47209ccd97c3488d2178b5c2ca746e7d2,0,1,{},{35.947: 1},3
c799aa1233350d5a28e8b85ed4bc38e2a14b0ce99c8627c5f49447887b868d60,1,1,{31.912: 1},{35.934: 1},6
c7eb59e435f52870382322a2d259647f7b0c43f585191289577976d2c7109538,3,3,"{31.9: 1, 31.958: 3, 31.957: 2}","{35.867: 3, 35.856: 1, 35.868: 2}",45
c8ddc1422e42f274acf5733f5731884c54513021871fad98a0a4f88cf87c1059,0,1,{},{35.854: 1},15
c9cbf1a1be69e8e05adfa78f587b85551739b0949f814e93bad4e06c69a119d9,2,0,"{31.974: 1, 31.973: 1}",{},3
ca01d2b6691ff841a4cd39c71ebd0e0f9b8ed8a8635fa33dcf34a92a10476e9d,1,0,{31.974: 1},{},4
ca7e046d16bfdcd0696fdb34c28ceb31a9096261889cfafb8edbe0c757f80bdc,2,2,"{31.989: 1, 31.988: 1}","{35.866: 1, 35.867: 1}",7
cb872e0dbe7c3727fb94dc2cd8691b0fc67dad042d143f7fd0db1f3053e7a293,0,2,{},"{35.856: 1, 35.855: 1}",4
cba036698928edf139d9b6cd37e95864d4f50adc9ec8dbf4d3499b1f0f84538f,2,0,"{32.028: 1, 32.029: 1}",{},10
cbb051ffdee54550de1512d187efecf5479f7cffec75b271c986537062d29b2d,1,0,{31.954: 1},{},8
cbc2c702d7253b9687ea7ae599bcc8c61416b99b09e8d4766a1389212068115d,2,0,"{31.957: 2, 31.958: 2}",{},13
cc0a695295c36a52ccef8b7498e5e25a3a9b69cf18e92cf0bcdc3e30202512a9,0,2,{},"{35.897: 1, 35.896: 1}",3
cda572dc9b0e493dcfd94f620c94e0ce46bff8c55b178e9859bd7c76a8143351,0,2,{},"{35.864: 2, 35.863: 2}",7
cdbb3e586032761504e7a0d319d2a64055065ba9450a1cc7da2dd004647dac6e,2,2,"{31.996: 2, 31.997: 1}","{35.854: 1, 35.853: 1}",15
ce5068c67ff05e298412a27c8a776456070ff6f10f53dcdaec71943a7848fb2c,1,0,{31.95: 1},{},2
cf0f577ba9c6179a0aa4c0ddf1b25a3378ea97c8272b0adcd868ca674b568e6e,2,0,"{31.942: 1, 31.941: 1}",{},7
d119c289b2a6a9613661dc545bc093a3aae2cdbcb307ed6a96d8f7154d164128,2,2,"{32.015: 1, 32.014: 1}","{35.868: 1, 35.869: 1}",7
d17925568061195e82c861db0077013381f9c2197cb277def4628a58f1b0399b,2,2,"{31.956: 3, 31.957: 3}","{35.865: 1, 35.864: 1}",9
d1ae4c1d161006698a32052d664ff5c9459eef3e4b85af7cd651ff69b1db5df0,2,2,"{31.995: 1, 31.996: 1}","{35.835: 2, 35.834: 2}",16
d2828f7efaa15891081abbc88ed268789f70d4bfb40242da294cef6ac98b1188,1,0,{31.985: 1},{},2
d334c87bd47b8acb5167f64f98abce3861009e9fb7e95304a21f0203dad3f27f,2,0,"{31.963: 2, 31.962: 1}",{},8
d3c441dc02721268486ac50e0721a6cbd8a7c47ba6f6666b11e89133c3d57ecd,0,2,{},"{35.868: 3, 35.867: 3}",46
d43bcdcd56aae4ca147d438155ca030c39a3a3b9959c67e56fbfb862eababcf6,2,3,"{31.96: 1, 31.956: 1}","{35.854: 1, 35.855: 2, 35.856: 1}",13
d4aae6d0b763d0540e515177c6bed9bcfa200a0fdab1737b01d96fb01c7a207c,1,1,{31.971: 1},{35.904: 1},11
d5de1134c6a9e559101f1ed5fa72c95dd5d527c71d7f159ba535de60dee6c2fd,0,2,{},"{35.866: 2, 35.865: 2}",16
d62ddcf68c0d310d2b5410191360047f43310bbc81958094791a1b7469288dca,0,3,{},"{35.86: 5, 35.859: 6, 35.862: 1}",65
d6aa1f27d73d07baa717fddfefd54ff139ee512abb9c5452bc513060c13fc9d0,0,2,{},"{35.867: 1, 35.866: 1}",4
d9392e69946dda29f2a821f6d607c0516c8a385eee74cbaea1acd59b13d1866b,1,0,{31.958: 1},{},2
db0448a58a270e349f1317ee778a03a71f970db694d94ca7ce9b5b0fe2e75669,2,3,"{32.026: 1, 32.028: 1}","{35.854: 1, 35.858: 1, 35.859: 1}",6
dbc8c23038bd87a3606cf301819105d1f32c8e05c7a94cd07648ffd94ae7ea69,2,2,"{31.995: 1, 31.994: 1}","{35.871: 2, 35.87: 2}",6
dc9632051f11b1527b143af050349aaae2c21bb1ddaaa02b04da5e41616e45c2,0,1,{},{35.865: 1},2
dd132005187c185ec33514e80800a32f20c706f4a21091475e9552c83eb0e6a3,2,0,"{31.958: 2, 31.957: 1}",{},4
def2f7584df5f78f0839fecb4a739a89a57ef55ce74cc0fea2a7ba3093544bb7,2,0,"{31.997: 2, 31.996: 2}",{},19
dfdaf5fa8aca32594f32f8d77e71554e81369e5cb03f893d99a8bb379ceca893,2,2,"{31.962: 1, 31.963: 1}","{35.908: 1, 35.909: 1}",6
dffc4c0a18086024530d5a85b4515b49ba7d87cbdef53f9d3d5150c814f9063f,2,2,"{31.99: 1, 31.991: 1}","{35.892: 1, 35.891: 1}",10
e1f4d4ad684f40b7fb73ded948b1ca6568e5dfb5d0b98141a260259c790b978a,2,0,"{31.978: 1, 31.98: 1}",{},6
e20815d645e1ad23c8f620c78e1150f945f0e5d385a0749f0ebde4f3c9bdf24b,1,0,{31.915: 1},{},3
e24189e974a3109ee4781efaa9e8dbbc3c5e9febb56f81dcb6b86c48d84c5329,1,1,{32.001: 1},{35.782: 1},2
e268c5b6b6b831d8e7a939f8b4688664ff8aad097b201facfb63a34f4ad72568,2,0,"{31.958: 1, 31.957: 1}",{},29
e2b2eea9db3fc8e24f239c8486ec54352be4fead369f2e2724b163580e1e23b0,3,2,"{31.975: 6, 31.974: 6, 31.988: 1}","{35.88: 1, 35.884: 1}",20
e2f327942e1a0ba5c6435f10cf67babe68d544b8c4fcf41e4170bae82af99e48,0,2,{},"{35.885: 1, 35.884: 1}",13
e3c6dfc70d81941d35f25586a28d9f1bf14bfbc8adaed30fab1ac47575acd7d8,2,0,"{31.959: 1, 31.958: 1}",{},5
e46018cd299090ae052027981b64e09a4a1e7510930a79a86565af7361bad1ee,2,1,"{31.955: 1, 31.954: 1}",{35.856: 1},3
e50bf8018db0dece0ff59ec9045069bfa227b28a09ebcb49b2b644ca0954f840,2,2,"{31.978: 2, 31.977: 2}","{35.842: 1, 35.843: 1}",14
e54c9ca3f7130087add3e354f7c807bfa492d49f5e64d235d270821f3a6987a9,0,2,{},"{35.878: 1, 35.877: 1}",5
e57db56fadb2bab441263cabd2021f5bcd500cf540fd821ad18e8f86f76107a1,2,2,"{32.046: 2, 32.047: 1}","{35.893: 2, 35.894: 2}",6
e819063baab0315a30d61297d4cab4693bbdcfd983edb68a0a3568fb8aefc18b,1,0,{32.007: 1},{},2
e832ef34b0d45b857cec690783718c50f07aaf8e31633b916a6bfe5fff16bf71,3,4,"{31.951: 1, 31.949: 1, 31.922: 1}","{35.927: 1, 35.928: 2, 35.931: 1, 35.935: 1}",52
e858e674107700807ae947f091730da3826cdb060540b96c89cbe08fc1ea332e,0,2,{},"{35.896: 1, 35.897: 1}",3
e8c3575b58b2ac23a3a3faa86baedcd2b476fbc49338c00451ce173eb8ae5731,0,2,{},"{35.842: 1, 35.841: 1}",4
e8ec3fb2ee553889058fd0bd991aa86d900229d2d574b8a490ea4acf70c35e92,2,0,"{31.892: 1, 31.891: 1}",{},4
e8fca214797851f788f3cfc3dca3b1b4de15025c799b194a39b97bbcc67b0105,1,1,{31.903: 1},{35.889: 1},3
e9dba76c4f218b96ae490d3f7e7dcc32c09296c7a0d157fdb3ea04283a3dd197,3,2,"{31.958: 4, 31.957: 3, 31.918: 1}","{35.912: 1, 35.855: 1}",15
ea5dcd923ec4bd739003c99b4b6162ccb4cf7547aea7636b0ff2bb5e025cbb48,2,2,"{31.98: 3, 31.979: 3}","{35.923: 2, 35.922: 2}",13
ec6bd0099a5c6d691bcbd427fb71582786c64f931ca604a7023d0a4109d4af62,2,2,"{31.949: 1, 31.948: 1}","{35.893: 1, 35.892: 1}",5
ec6fc4f02d6971a64413f5a670feaba50944b8a79c53dd94f8ad38cdfdc43ac2,2,2,"{31.958: 1, 31.957: 1}","{35.858: 1, 35.857: 1}",65
ec99c070a269faf1c74d262ba6faa28b9a9a643b3b1aaffd62b7036b2a238939,2,2,"{31.964: 1, 31.965: 1}","{35.905: 1, 35.906: 1}",8
eda4337e256b461dbf9cf9f47e4455d1e0f52bb0f65b523b45a2bacdd2a3e9d0,0,2,{},"{35.856: 1, 35.857: 1}",12
edff3723c0ab42c91d710554c4d95a221b906f05b131dbb5e1ba000c0b6cc5b0,0,2,{},"{35.87: 1, 35.871: 1}",5
f06c68f110a7e9a3744a3fe4f3d0c02256df6098386c8f7f8dc782de843ef30f,1,1,{32.001: 1},{35.891: 1},2
f1a1f7ff57e7c7f7f01c9a412139820914abd602e6b651b1fa4febd6226efeb6,0,1,{},{35.928: 1},2
f390c480d7ab640a7e554d787358a073cac892b87f4f6775dae0976d9ff13daf,2,0,"{31.975: 2, 31.974: 2}",{},7
f6000780c793d284fe9a61a6a5113e535f1bdbcea4d5a879dbac78747476539d,2,2,"{31.993: 1, 31.994: 1}","{35.871: 1, 35.87: 1}",7
f812095cfd0e0cb04befd8a0a77e9bc1fa94d0becbffebadf1f11b2ef1eaf66e,0,2,{},"{35.856: 1, 35.855: 1}",14
f860db4577f73dc5b565f60b6db49c177f2730fc38f589d3407e542db905ab45,0,1,{},{35.9: 1},3
f8daaf8482e0559b0915aed3217d100d3f5b0683a103b947345f640bd89821fc,0,2,{},"{35.939: 1, 35.94: 1}",5
f9e833a7f7b0161d3a376da0e36e7ecf9a15f1769777f8087e2bf18346191e3c,1,1,{31.888: 1},{35.858: 1},3
fa0f7dfb4fa0d215d176db0a41455eb306572dba2c84ae72a75e6f31c7cfe5e7,0,1,{},{35.887: 1},3
fc25aaea755015cbabe68c8989b9c26cd7d5f9cfca9bfe0cf861cd599a037842,2,2,"{31.974: 2, 31.975: 1}","{35.884: 2, 35.883: 2}",13
fc651e39b70ff793a1ae95f1b96412d2ba7dd0a823b959c8471bc498579d30d9,0,2,{},"{35.885: 1, 35.884: 1}",11
fd0a5021999567bdf589932542be4b4965109d5d370d45ebf02f168e50a12ee8,0,2,{},"{35.847: 1, 35.848: 1}",6
fd2c5692f4c71db79c4cd44c92e8e07fe6824babeea7c14d232f3a0afb040555,0,1,{},{35.876: 1},4
fdab482f8b8e8d15bf7f0b8361a987d6996630a4d5f88800e4488407aebed5d0,2,3,"{31.964: 1, 31.965: 1}","{35.908: 1, 35.907: 1, 35.906: 1}",5
fddb77267693aebb83495c1e341cef835fc911798535f78ac3cbb894cddadf7d,0,2,{},"{35.846: 1, 35.845: 1}",16
fe4dfff1f20aa9ce43bfc6260abb99ee8d8c5bcb0f78de9ea0ae608ace58c026,2,0,"{31.965: 1, 31.964: 1}",{},4
