start_cluster,end_cluster,two_hour_segment,trip_count,trip_times,variance,std,trip_ids
97,41,18:00 - 20:00,3,"[151.0, 224.0, 355.0]",1.979,1.407,"['2f5505f1baeafedb125a482f562d62a189462703591880668612161e547472c2_1', 'ae4b4ad6c4c1c51b8f4f2e2774ca20dfefa07ccf971315548f2790c0fbea3c37_1', 'f783b457dfa7cf62f87af86efdf10e91693246b42993b410857837e55005579c_1']"
97,75,14:00 - 16:00,2,"[2397.0, 1786.0]",25.925,5.092,"['0884d1fc0984dd835c47d58de409b24c18b1321da63940b98f64cdb1f65b933a_3', 'fd11bfce664dcf1b52a2029a32bb076add6a2bbd5a679f6d07d303aaf8fd9752_3']"
97,142,18:00 - 20:00,2,"[678.0, 1115.0]",13.262,3.642,"['a4904f5733aca730008db9321bfe4c55bc1e673e2cf5aa11f63c610cbf1ffd83_3', 'f8beb9852d2dc7a6cbe2617f703e09aa161f462935ec8331898f5bd976b18be5_3']"
97,162,20:00 - 22:00,2,"[712.0, 614.0]",0.667,0.817,"['289f1b989574b0c0688f8b70152158d00c59a386722e58fda331fa18de662b44_3', '500b2ac49beca440a06d9bcc9f8c94e97ba0b7432a04595b859646372bdd6b62_3']"
97,163,18:00 - 20:00,3,"[1307.0, 1177.0, 1472.0]",4.048,2.012,"['00e4d3cf28cabbccaccb4f9a9a55ade0b25a22e7705f9738c01309b2e0d01776_3', '571bde3e1efab5d080b4b3aa22f5d513a283bee70524fd81bb31330012e81982_3', 'b6beeb326578a10f9155495a65d813444f88520330ade4ee435d5cefc8dce54a_3']"
97,180,12:00 - 14:00,2,"[555.0, 337.0]",3.3,1.817,"['0c03c6eaf37ba71fd1e64df1ecc60ef91f24ca74bcac9daaa621daa28f579f30_3', '81ac83644c3309b47745a68f2f29bf1d2a928d38c57e5b4532dc8bcc7a1af86a_3']"
97,218,10:00 - 12:00,2,"[458.0, 150.0]",6.588,2.567,"['9e1ad7d1b67bf0fca02be77fb7185a30746eaea0d7f4626961ea99f51c972341_3', 'eb8234ab08e5be5cf74ffcc5a0e60b0256181535360648c9465c5daf2faf54b3_1']"
97,254,06:00 - 08:00,2,"[154.0, 181.0]",0.051,0.225,"['3c6f2a311a742dc14f5a041c2b8ded1db38a860d6aa167c2d227a0df9d52398f_1', '638ca0a4bb788412526240c3c71fa16e5524e75b161b726c435b9bad4cb03d6c_1']"
97,254,12:00 - 14:00,3,"[568.0, 209.0, 292.0]",6.542,2.558,"['07ff0dcf1059351c24309e0fd24cb16a9d16e27e42046fcfe3f37f8aa816fbc8_1', '2962f4432a3c7aba031747646f8d3ff84c9b19b1a1c0933876308c186d4056af_1', '81ac83644c3309b47745a68f2f29bf1d2a928d38c57e5b4532dc8bcc7a1af86a_1']"
97,254,14:00 - 16:00,4,"[246.0, 308.0, 282.0, 170.0]",0.75,0.866,"['0884d1fc0984dd835c47d58de409b24c18b1321da63940b98f64cdb1f65b933a_1', '8a6bcd1bf802a0da30acd6691f78f75d03703b6ac0349592146cbf4c7ae68cf0_1', 'cb875708562c3fc33ff66dedf4a54007a834b23245f3a05cfc7093024283af6e_1', 'f24fa3508881c7b6bb0ab018b7745ce0584613b1ecefafa4a3690b6487b877e9_1']"
97,254,16:00 - 18:00,4,"[126.0, 992.0, 217.0, 384.0]",31.649,5.626,"['1b9de2f9a1bd032872439529531a68b43a2a50e37bc7945e4ea0f2b0747bfc42_1', '239e85769df0a310be4f196c4ba7d6ddf9847344da6b2ffeb2f622c85628427d_3', '2adcd9ed55fde60253eac81aa339b6d38a8804f2a4a5e591cbb8a371438d9454_1', 'b057a9592bfe4bbc57a3d812ebcde29c25751659d980ca0ecf0c07224ad9b8f5_1']"
97,254,18:00 - 20:00,2,"[30.0, 165.0]",1.266,1.125,"['3785f507b19f9d37be39b34cb4db4aec4a6a94b50cd677fed47c4d2466a43092_1', 'a4904f5733aca730008db9321bfe4c55bc1e673e2cf5aa11f63c610cbf1ffd83_1']"
97,254,20:00 - 22:00,4,"[510.0, 65.0, 530.0, 31.0]",15.525,3.94,"['3b5999c590d875cdcddce5ddb2b8b2b79648fbe6b299b055f38f94bf233f9668_1', '500b2ac49beca440a06d9bcc9f8c94e97ba0b7432a04595b859646372bdd6b62_1', 'b417285a8098c1ef80d6317edacc98b6481c2729f3ada922121f0b06d86f217c_1', 'cf535667731ddf8b87dc42a4dab72b27c98d78ff83042bea1db604388d296955_1']"
97,295,14:00 - 16:00,2,"[340.0, 563.0]",3.453,1.858,"['6a2f3935e4c844ca2c67d2ea7d6b2a663eb9adfde8f57750e910ae30d20ac7c0_3', 'a7f2e97f0055cbc2e587d4cd0fcb12bb99d827ceb06f7235eb1cb5bda552bf79_3']"
97,374,18:00 - 20:00,2,"[1028.0, 1062.0]",0.08,0.283,"['6a5f62e50aad91c441516c7f5365026e11933b0fb2d42df1d483fbced5e880a7_3', '8a655936c41cd03b382ec8127a1a164e263ac138169d12210a3d210c87820600_3']"
97,379,20:00 - 22:00,3,"[1223.0, 868.0, 858.0]",8.005,2.829,"['6317432a38221bd8a775b77ceda1012225209008c4add448f5011c9f49c0b8fc_3', '638de87671d14ccd6f54e00e2e84500e06d332c5f069a0fe4a090e631ff113c2_3', 'cf535667731ddf8b87dc42a4dab72b27c98d78ff83042bea1db604388d296955_3']"
97,391,10:00 - 12:00,2,"[1176.0, 897.0]",5.406,2.325,"['0e9a32735af0f68c4de2d7226443a8510ccc3567e9374ad3aa6ac38cd4d73345_3', '5749121911b1bc359b4a094da553e41dead4abf2512c47402757779be3f1361c_3']"
98,42,08:00 - 10:00,2,"[260.0, 110.0]",1.562,1.25,"['19e3b86bab9a927a8581ae6f353f1d59af8c51675bf734fec2d785f89e902362_1', '4db2fb20f922f7ac95b73b241d465e19ed107b4dc0da525378fcd70cb9daee7e_1']"
98,187,06:00 - 08:00,6,"[65.0, 225.0, 109.0, 45.0, 170.0, 95.0]",1.06,1.03,"['14a03d12f4b78fd7fe65deef852987a5d6c0d138dde796532f8ca33a63ce98ce_1', '18ab40993b645dae3835d25232d01c4ecc0a253e115af7ed0485b9b9ce452042_1', '3b758127043ffc40b2c878a135582711f1d5f70b36817d7eebcae7cee210e3e2_1', '3ce47f18506ff3f4daec00fe344e2b799cf8132e6a116569e5eb8cf07880e665_1', '9dbbddf26e349d8f071e56a0e33de917062c26f9bf616274513b00ce72146269_1', 'fe6dc7d4e9a7c5a0192122f1ca3236a364bcf9c0d35282f85692718b2409e8f2_1']"
98,187,08:00 - 10:00,5,"[459.0, 65.0, 279.0, 165.0, 40.0]",6.576,2.564,"['a4a937675ee20186b5e0eb87fa81d1e8929510d8c341d6375b19a319afd936d4_1', 'a6d0858aaedf089acd51f55056f13566905bdce441b1eb172b0d6e9e5572c1aa_1', 'abde579fe371806a748fa6e577016895add9664f180c8df799357b3c967668d0_1', 'c1ecbbb9f12e46499d9b2288d73af35961c6c141232fc615db1c56a05275acae_1', 'cc82cbea0f000e13cb94dfc12f2263b702d7cab5c1d3b9fea136b35337b65521_1']"
98,187,10:00 - 12:00,3,"[420.0, 25.0, 382.0]",8.794,2.965,"['0c902229a45aa5755722aaf2b2ed3f4faecc78a52036295b72ca69ca40cc9223_1', '2bf3ba37d6a4a02a78a024495c5f3d14fddc3855bf8ab26cbc386f26ac3fb217_3', '5df00c24922ac6294795b92a020a5b7afd1f86556edfb976d9a0fffbb3a5671f_1']"
98,187,12:00 - 14:00,5,"[85.0, 329.0, 35.0, 110.0, 117.0]",2.838,1.685,"['1f93086228407b62d194b5be0d7997aee39d256522a26823cf957b31ce7f71fc_1', '3f5246ebb49391e3469a7010f0a4a7e7a0234518067aeb96ce6d01b4e5ec4da0_1', '5e9cbc0bda57c129c21ea84a3cb4577843d4169d8452b842176fcee618037d57_1', 'd2ea396bc476c24a6883b66fedbce167f901a392e5c3edda70351d8e91af72a6_1', 'fb3a5e9bcc231463202c0a98229e1a3164d726b6234f3bad34c3bad03ecb6810_1']"
98,187,18:00 - 20:00,6,"[70.0, 75.0, 275.0, 280.0, 280.0, 300.0]",2.772,1.665,"['394f0e7421d2421ad38d7f9a3afe22d758fb447d32a977dcc17722ac795fab41_1', '3a8eacbcd6e358de6faa9ba1ddf22acd7ddc2993a0895ec52f9ac4a1eef201af_1', '6529dad1f69485a40b43abd6744cce6acba7440ffadacbfaff84474f24180b24_1', 'ba2f1e4a30e9d77162042755f085f2f200b139eb0e2430f897714dfb650b334e_1', 'c20fb48d812b93bf37748d0068589c3966b73d8c596e8b32dc7e6f1d35847eb2_1', 'd1f29d237d31e0e4328aa2696fde9ca237bf2d7842de29cfa97872b64ff028e1_1']"
98,187,22:00 - 24:00,2,"[80.0, 85.0]",0.002,0.042,"['2e59828609f22f10c61fbe9a323633af302bda37fb1cc0a415b52113e95724ab_1', '7abe29bfb03facb7862d520697eb71e5e7c52a18d21358a4da19ca06b6495ba8_1']"
98,218,10:00 - 12:00,2,"[200.0, 400.0]",2.778,1.667,"['42b8bf7c4427cbccc72d75ea49ffecfce89f3ff39bf0b8e2210e185e665bdd4e_1', 'a87994845b2f96d450c4edf4f54e2ea94d14de2233f9f536750aac2a04f5adfa_1']"
98,218,16:00 - 18:00,2,"[310.0, 248.0]",0.267,0.517,"['0233d392136b8a7976f7f9521d1f49622ca1a8f3cee8dfd739e6650c33926fcc_1', '1ebb31c46e77f89e392182607a758893d17da56acb92bf9108c9b245fa32c0ad_1']"
100,129,12:00 - 14:00,2,"[570.0, 842.0]",5.138,2.267,"['6e8a0cb398c9896831774e25869c291df7f1109c0d5b1e62a8c837600ab7c05b_3', '80964b5b68af2ae91f6c0005ff090922e1c306baea9bdcd9446ce9920f364f2d_3']"
101,218,10:00 - 12:00,2,"[390.0, 627.0]",3.901,1.975,"['4789da1b03ec4bd9172139672f6ebfbbd289a11b6c36ada5e564aa5a1b64efbe_1', 'b7676c748cbf68cfef3cd876eddab5ab6c1493b28885e6b799bb3141bf0d691c_1']"
104,243,16:00 - 18:00,4,"[105.0, 144.0, 558.0, 90.0]",10.422,3.228,"['2f2f0de8c50687ceb34e9b0d4791d0a6b5a805f09f81e2a24fdb7e871d3c7b62_1', '47a410e90b79cec4379cdfe65acbd6d79ea16d2cac79c915d28e9bcddf0f02eb_1', '739e59fb198cd035c45e0944a979c8957b544795adb48bff9c5c7d65cfe4a2ae_1', '8079243b5196eca93555b76dff47a5ebdda375b00d63f17fde1542ff479fcb3d_1']"
108,316,06:00 - 08:00,2,"[1036.0, 565.0]",15.406,3.925,"['b667943cd0996a463e6bf1ced84fa2b421da3e115b145bdedc3d87c42957ed64_3', 'fe4954ca06e7b766cc107e714ecec1fe007fbb213b2134f59feef2ed3b25fa75_1']"
108,316,08:00 - 10:00,3,"[122.0, 300.0, 368.0]",2.988,1.729,"['0bb4ac259fbe472ae7bcce1d9cc8fb952fd921cef7f7765dda4ef4d236823d22_1', '3b6bb6379abec0ef07a006b7c1a970108cd2bd33d9d94eaeeb12ec59aba83953_1', '85eadd23f33e1b2a30787f727e2f2757dba34745e42b30283ff559bcc7c61da9_1']"
108,355,06:00 - 08:00,2,"[664.0, 896.0]",3.738,1.933,"['1c96b625d1d46b6cebd20bef8c5a392b2b192d76bfbc9f4a9e11b25fe6409e30_3', 'f1777378d2fa57b84a049ec77d79017924ecb0670147e3e82dd49f4deb38fafc_3']"
111,5,08:00 - 10:00,2,"[165.0, 75.0]",0.562,0.75,"['a07b6a279604bc3027014ccde23edd8e667a485f8573fccb00c0a42e6e95252c_1', 'cd4e3184bd6c2bff8ea4566ba92572f4f686fe8ebeb36612e9f3f1431849775d_1']"
111,27,06:00 - 08:00,2,"[130.0, 105.0]",0.043,0.208,"['1c485e70f5b5b41f54c32f7f6fd77a57b14bfe8c29afdcf22f1003b6106c3d72_1', '94698c24508cbfcc9121d6171451e80ad47ae3976fc7c41d7f26e13a059725e1_1']"
111,44,16:00 - 18:00,2,"[1270.0, 974.0]",6.084,2.467,"['e580385aaa23d176aa850ca873e3d784391e9aed6318ead6678c2bf3bcbf39c9_3', 'fb4d9bd55494573df374acb5d24abb9d064e3638738a92f3f04dfaf29974a28b_3']"
111,73,06:00 - 08:00,3,"[56.0, 449.0, 145.0]",7.864,2.804,"['50c00b07c66daebbbe9d164de30be26bc1175b27eab9c518da61ab925c0e1e4c_1', '7509f2e4814b60ee2bc80b6c0a065af4107b6a5eae5e38380e56cc40b3bd4d3c_3', 'b5cf8c8c74b9eba6ba6577d7e591d6a23188c4bf07f8c386b96d1342240c8b56_1']"
111,73,18:00 - 20:00,3,"[372.0, 45.0, 55.0]",6.405,2.531,"['3d06f49682a129c962d01924bd302c50311e2c6366344443fd4c0a0670feea2d_1', '74a29c4bf4712d6cc438976ea9c34a092b00a4a959552b019f4e3d29fdd035bc_1', 'd65e8efa648a68b13abc05c770e3700e131846ae2bf1effac33732848b444869_1']"
111,73,20:00 - 22:00,2,"[125.0, 196.0]",0.35,0.592,"['3935707f2186286d8d2b89775dfade14e44aa1c589693f85d9edeee99a1f600d_1', 'cc3bfb5fedc719e23031376c57fcdec8c56beb49a84879e997ac37e1852de195_1']"
111,209,16:00 - 18:00,2,"[140.0, 190.0]",0.174,0.417,"['7a29b41ed07f8bc52b6231e9bc4bc736fd7a2cd68f8d2adf10c9b394322595b5_1', 'b63dd4850ee548ea4db22a47ee1be6750e723e08478818cfcd2f31d707775438_1']"
111,306,12:00 - 14:00,4,"[704.0, 210.0, 678.0, 402.0]",11.597,3.405,"['24e2e8c475a7a9cb06ff1bc57bd4f73bfa2351e766b8235d21920eb483933156_1', '4dc2fdbb2dc11b53427c254b39d363f1c05df2c919cb2dbb7ffeb360258edf14_1', 'eda4d568ac62ed80fc796c82be549ba8fd7360ea52741dfc56d5c0a4c5175387_1', 'f6273487bbb3373f7cff4dbe0fbec585df6fe34e38606fa77eb58a39bb7566e5_1']"
111,306,14:00 - 16:00,3,"[355.0, 231.0, 768.0]",14.639,3.826,"['1f4011cf4b7d3418323f49c89b8f65b447649028ecd626b451af9922d90db105_1', '3e3b699266a3f5abe8ab0d9958a225d8670c3ca29d60e354b2421b537cd2ccf0_1', 'fa2234415e6abe37eceb83cc6ad294a1f6ea20a1dfc6ea00e6cb1809af750388_1']"
111,306,20:00 - 22:00,2,"[125.0, 550.0]",12.543,3.542,"['ab229aab0a2ee0764d5958519ebed1c5a218f170df91ce3be07fcd58e8d3af25_1', 'eb940ed83f9fc711eb2b76ee94efd9e91dbe931e2e04eb2d3667f55aad5df4f5_1']"
111,333,16:00 - 18:00,2,"[345.0, 483.0]",1.322,1.15,"['86ca115767e9a4b177b730aca57ad5987f5de00d32e8dfd7fd9ab66e32c86a3a_1', '9400bfd92abe85152f473f5712780a843deb76066fc9d2288f35debac60409fc_3']"
111,333,20:00 - 22:00,2,"[115.0, 170.0]",0.21,0.458,"['290eaf675efd468e878bbf48cae16c69b8ed7b13a3036ea4b4e64bd1fe23e6ad_1', '6426fa2082b367aff7f9d6ad21a1baf61e51609f7348d4d2cec027978bdbd698_1']"
118,395,18:00 - 20:00,2,"[100.0, 190.0]",0.562,0.75,"['9fb4112c353a6df3d46e3501711ace56444fcde05de03d77e6eef106f8118332_1', 'e9705638b5018ee39072e11d0a196e9517a9a1155063fee1223e191c27374faa_1']"
121,207,06:00 - 08:00,2,"[90.0, 125.0]",0.085,0.292,"['c277e986b0ad043e0c5dff489f15ac41329218ab7f4a3e0249391710b15a842f_1', 'fd0ae4ebc3e77d9633eb1c424884f5033fe1aad046523804085988ddb82d98a7_1']"
121,356,14:00 - 16:00,2,"[975.0, 1257.0]",5.522,2.35,"['1e05977582b524be0daace36e2206b0ed7ce772d24f97bb40793a7ed5f86eca9_3', '94441b409c9cda2ccf5c622d084dc748c72d2ac92c7cbb00bb33ce6c4fc6ce49_3']"
122,40,16:00 - 18:00,2,"[515.0, 245.0]",5.062,2.25,"['0d23b98c46f3af19acfa1cd34e0791fa59d554452de0418595d2540f68904bcf_1', '8bbe82e847135a5c570d65a561f7ff0eb8aff16e9a108b9a591a40a892e1f370_3']"
122,44,08:00 - 10:00,2,"[1254.0, 1364.0]",0.84,0.917,"['2f861dff0cbb93aac45527f6e31c97748dea3e5ae942b5f520b8568f744e503a_3', '7ba282bf5605ec7bf53750c60f0f24c44e515d88bd6908b8b7fde6b1c5607d9d_3']"
122,65,16:00 - 18:00,2,"[1317.0, 1286.0]",0.067,0.258,"['5b213898fd3a90d9bb3e80f61805d247ef66cc1f0e41f11656028aa1fad6f676_3', 'a242d6a56c788f3a23c0360e89a330ea71d859237027155954dad6d1bda1d90a_3']"
122,120,14:00 - 16:00,2,"[437.0, 563.0]",1.102,1.05,"['60cdd95d813192441fd1bf4f26928af2ad528f31c41f8971d6ac0ed49cc4a321_3', 'e7352818ab75d2da2344bf566ff4818c76f14ed7c068f63c24ebbdcd55574642_3']"
122,154,02:00 - 04:00,2,"[617.0, 522.0]",0.627,0.792,"['4916c17ca1505436aec3dea0bc48fb1edff76bdc5d0f75c76dd6cd7e37874ebf_3', '8783e84399951e28c8640a7f837518ff07287afef72651a0e67c0b77b4a6488a_3']"
122,159,06:00 - 08:00,2,"[710.0, 735.0]",0.043,0.208,"['59ddfbc387801bd781da245109d90d6460c4c06203285bc0e49a6447fbf5cfb4_3', 'd6d5410c06b7746dcc3403a007bd456d9a03e1603df222cf77c491bb2abd69d6_3']"
122,159,08:00 - 10:00,2,"[1300.0, 893.0]",11.503,3.392,"['4b0f3172b17b5626ecfa892db69c991d86b061a37d7f878de68da306b038dcfe_3', 'b3a574e4fdceda7fb9648a578ab07fb5f5a24df45e4373beca39590f3fe1941f_3']"
126,23,18:00 - 20:00,2,"[383.0, 663.0]",5.444,2.333,"['7f582028470d263b85d37e56a69d8fff1083087084fa2eb75fc3f7174c21bdb8_3', 'a6090d394e10aece9e199186652eea26a84a0ec8786f01cde07291b69027c3d4_3']"
126,144,12:00 - 14:00,2,"[633.0, 760.0]",1.12,1.058,"['032535168fdda097f334768b271078d504496fef36423ea84336cb069b8cf0dc_3', 'e84aad50e044c42f8c70e94c39f5179abc294ffa03296d7a85d47ffac985a1a5_3']"
126,217,18:00 - 20:00,2,"[1171.0, 1160.0]",0.008,0.092,"['0447dd63f19668585dbf17873c505d81f0d71c8d8f8883e96d74cd25dcd0596b_3', '54a4d51f82ff98e55fee88cb51dbb4312fae6ee8188bb4f7113aff60ec04d8fd_3']"
126,268,22:00 - 24:00,2,"[1097.0, 545.0]",21.16,4.6,"['3423cfc2ac463cc5bbdf743c0af0d200569f4a60276619fee559d5a06f8ded19_3', '9710a4fb86db32363f8ba3b8d6acc35ed9dbdec643df4b9eb29cffda85e9f44f_3']"
126,361,12:00 - 14:00,5,"[220.0, 460.0, 150.0, 141.0, 667.0]",11.703,3.421,"['15a93df7faa3fc980637b0c719a9142afe22e41a6e38f6210a0a56c55ff85df9_1', '4f88fac75a818a6d28435b390444fccdefe8f3d5f9dd6f25e7647839b32838f6_1', '9896f402cc73f096ec7228e824e0568ce4ce677b418becb0df9fc78146958989_1', 'ce37198ceda37462ac378024ef6e7901be890b27bceedd36964e40464637b606_1', 'dd43e5354787882eccf8db3559335b37d4cc576c8a1df681f6f6f01825346215_1']"
126,361,18:00 - 20:00,3,"[104.0, 431.0, 115.0]",6.386,2.527,"['3ce274ae4a87e7345f42830a0985a77ca908c8eea6add0dc9fa8113187f9084c_1', 'c96f9644ca18763744705e79283d4f3430cc8565f653648604fb3a5e7011b1fe_1', 'ef976b9476c348c166d7180f1eab2fb46e6a9f44e16796e3df1e2e584af11561_1']"
126,361,20:00 - 22:00,2,"[255.0, 357.0]",0.722,0.85,"['8dbb698a67d7808fa5c28a0aa10d0d7e4cf37666f39cc48cfba05164acfa9302_1', 'd60931e1e2d658c787f16b6d5b9732eaa4d3e893bc117a05df185c33a17e95f2_1']"
126,380,14:00 - 16:00,2,"[2435.0, 618.0]",229.27,15.142,"['4de4da7bb11fa21e76d97af119fa19a1e4fff4e16ddcc29b3fa5872943bae476_3', 'c2329cf3b77eec3d8051e99214a314339d06087391f643d26956c1bab67e1480_3']"
129,44,16:00 - 18:00,3,"[108.0, 730.0, 538.0]",18.785,4.334,"['7cc5d95287d1792c603413133e227970c9d836a773d2446a1754514df0343cb2_1', 'c608169250aadb9c6101ae1dae0eb2790ed779df8cfe84cd2734d1a5b90b717e_1', 'ddc995ed8a0583246a9ff0a29b2ac9968412b668c46817f4b581287098862868_1']"
130,154,16:00 - 18:00,2,"[320.0, 404.0]",0.49,0.7,"['2024407939ad823c3d235f37dbc7484e6ad271a7831eac1878a4dd35c7cf03e3_3', '6ef2f4d44591134d9feef9728fa9f87c10425d5c441b9cfd1d10dd7a7922b883_3']"
130,187,14:00 - 16:00,4,"[185.0, 424.0, 345.0, 306.0]",2.067,1.438,"['265c2b1dfc42ac1a51ad665b0a1362e6ec56625fbf876a09262fad626cb091d9_1', '28d85ec0ce10d5c790c76006c813d8cb2043aa587c49e11bfa71af0d2b92d255_1', 'b7ebb4f502d653f5e84d44dd967695eef032663e3b43c456282d0bd0019a321b_1', 'f87274addb6fdcb82f5098325b24c85bfcaa6dc9af98269fea8d6edcbd61b59f_1']"
130,250,12:00 - 14:00,3,"[480.0, 448.0, 420.0]",0.167,0.409,"['3a903bb900eb4bddf52afaa85745eab7f1280a0fc71fa1f3c489c39303a3a79e_1', '44cc647c7edc3cd66716a905b5e3136ff6d53385797f05b4b361cde6e5e1f511_1', 'e7aed5b78fe93c249e8622774d81d12095778be6c58035b6b6756d9e84bcfed9_1']"
130,250,14:00 - 16:00,2,"[245.0, 610.0]",9.252,3.042,"['1daa920a605f1887ce5eeae3fc77cb59bb26d4dee59ba20774f7f7f86f6a4a92_1', 'd98c86e86231c953fbb514563d47a475d99a71108a12b9036c54b98e8e7dfbd0_1']"
130,250,16:00 - 18:00,2,"[118.0, 45.0]",0.37,0.608,"['a19b67a9b0574e4ce66e5c2cb4ed6ff67013a2571c60dc746033adef14daf362_1', 'f66e6c8af9018295f897ed127e821fb9fae3113414ad71a7efbe01200cdb81b1_1']"
133,158,10:00 - 12:00,2,"[645.0, 741.0]",0.64,0.8,"['5393cb8cb66a8d96112415319372f9e956b6f5e0e826740e0f8fa41799cfe8cc_3', '5d8b3f2d5798acb04471a51c10cfe0ac9978110d6ef52325a93aa1554e836e56_3']"
133,353,10:00 - 12:00,2,"[559.0, 772.0]",3.151,1.775,"['b4367799989dd329d23da52178b378d6695c52285c75ec8f4ff99ec34d9c0e08_3', 'b8aea20c224e18aa072180c8e64b21a57753ab264f2f7812f4058e392a01e823_3']"
134,3,10:00 - 12:00,2,"[145.0, 265.0]",1.0,1.0,"['14ea215d53b741352ef38efee9d23faaf4b243dd9c35a7c3f03a683b30a5436e_1', 'c8519edf7c2cf563318f70571eab46d56eaacf710344102a2b503216163fc8f0_1']"
134,248,12:00 - 14:00,5,"[461.0, 947.0, 870.0, 194.0, 383.0]",23.353,4.832,"['828eefc6587495887e30c6b86bfa13c7a1ad6937cdfeef4548ce5379715131ac_1', 'ae1c5752c2d50deeaf5c08d7b8319e20322a4475926a7e01121242e089188b48_1', 'bdab452225ffcc04991e91ae00fe6be3ce8ccb38f0681b312779c3965e1a0c7a_3', 'cf6955d4c1af52fc49270c05736035bf9f55417f821797c58466799c97948853_1', 'f746b9b870fb8d729d1e0966c8a61f5571165c1c0bbc51d1266f9c325aad009e_1']"
134,248,20:00 - 22:00,2,"[129.0, 312.0]",2.326,1.525,"['157af13bfc3e0d3a5ac6c04d1ce5151fa8d8441bee46f9944e0e37f493398b40_1', '3b5566ddd90b1274adf2e74e394b567e10a1494c43ffc8d2e10a2d990d274de6_1']"
134,395,16:00 - 18:00,2,"[105.0, 115.0]",0.007,0.083,"['2e4a15ecc270f4a7ce0e3f95f85c6a13c33aaaff318607a1afc8a6e479e846fb_1', 'bb7d9763b67f42c55fd2bc874c7b7c9e2960bff1ea49594495f4bb65e3ece915_1']"
134,395,20:00 - 22:00,2,"[212.0, 45.0]",1.937,1.392,"['41083b926b4fb13a9bb805656b066e41ff26cfb754f138a41d88f66ff8eb20df_1', '5dcdbe8d4df11822b58f1d642ab0b19665b9bd9c2aebef2402b262b4cc8ecfc7_1']"
136,50,14:00 - 16:00,2,"[1435.0, 506.0]",59.933,7.742,"['79cac568cdbadd86f64854e1757eea01007e617b41bc166e5587abb2aed4f6f7_1', 'd0a104022a70789c7fe137ba048d12df31e2be80006a86d54e6f39e39136789c_1']"
141,34,12:00 - 14:00,2,"[3402.0, 1857.0]",165.766,12.875,"['88f0248f9f64807117463b2cdf2716a2a542a6b0ffb255ebf6f4dad5378e3a97_3', 'cadd63745a4e3d0118ac2d1ae6562d2674475e5db25dfe3431cc86bcb7a3f93c_3']"
141,44,18:00 - 20:00,2,"[1281.0, 971.0]",6.674,2.583,"['9e00cf1024f8af3b67e760c2ef433780a30b121caa4839a624d992f6ccc82d18_3', 'e2b6d29cb3dccb1e83ba3624e553207e5c12f4d0ee6463aa2215d6bf934ce3c8_3']"
141,79,12:00 - 14:00,2,"[140.0, 526.0]",10.347,3.217,"['b47e5d154efb3d756abaf47d46b54928e8e3b83c0d6543a0c880755a31442561_1', 'dba7ffe8ea532ca13c5dc9eec243cdbfde69e2b93a8e156f1eefbf99ca4d9787_1']"
141,120,16:00 - 18:00,3,"[816.0, 895.0, 813.0]",0.4,0.633,"['170bc3a80bae8ca8ce973c265b16b347b349902f9d3b2140b85cd8015ec3bfe4_3', '703b2f3a6ae67b13241200acebc9d41799b89d5aa0806cfd6f1d47bad93f2ac6_3', '89fff92564b18253aaea5f203fdd92d865304c01f9cd0bbb7c8e05984957ec62_3']"
141,322,12:00 - 14:00,2,"[1846.0, 1159.0]",32.776,5.725,"['4af545624d29ab7a397979dca4a2091d98b5927284e37ae4da9ebdf23f1bc76b_3', 'fc50f523db99ec6df1a6cf67c5cc1eaccbc596221aa67e920ee3991311b3cf2b_3']"
141,377,06:00 - 08:00,2,"[636.0, 549.0]",0.526,0.725,"['12bcd0adff42417a5df39c96d09d4c6ed782828adc540e635a5bbc20e55462e8_1', '2aecb558022664298ddfe83a8cc508e5e4863c87079a8e8630fc360464ca7a6f_1']"
147,253,16:00 - 18:00,2,"[643.0, 623.0]",0.028,0.167,"['031a008472b708a2a56abbcdfde9fe8560734adf9058b71fa46d8873ef952ccc_1', '4d80c8ac29ff5b1b28742326b9fc8c1e4ff5cfd65b9cb7ff5d516b594d755f87_1']"
147,253,18:00 - 20:00,2,"[492.0, 485.0]",0.003,0.058,"['24c4d373f86d4112f953e0b91fc4da4cd7fdf3c3efb440c7bd1ad3fa43e9fb2e_3', 'c0c4e12abd8c24607d48ec0bae482e274338571e2c7451692366c50eb228e8af_1']"
147,253,20:00 - 22:00,2,"[140.0, 217.0]",0.412,0.642,"['855be6642d93460d5810cdafe8aba0f86a315394e4fc9b9f1db5d4a7f6499564_1', 'd9579d373e11850ac76b25b6bc4238f7c501a87929457caf8b9055a1930617b8_1']"
149,282,08:00 - 10:00,2,"[80.0, 105.0]",0.043,0.208,"['443e9fcf7c43bc6b8a7878410113d8777965f2e8c3672fd685e1279076410f85_1', '59a871d3dca14c4472aa86d425f966916f3d5f97947344d6287ef6d7ec6f0072_1']"
149,282,22:00 - 24:00,2,"[85.0, 140.0]",0.21,0.458,"['49ce5868bd8cd98e5483130dfc5cf86742a0121ea998acbefe8ea62b3130cf93_1', '7f3c87f14ca05fa83731df6c18493c0e703685c69043d0fdc107f33cb28356ca_1']"
150,13,16:00 - 18:00,2,"[335.0, 776.0]",13.506,3.675,"['b941f00b2362d4afa531ff58a28de45d8f728c16ab37e948e27f428cf543e08b_1', 'db7ed351c017288465cb191ac0dc18ee3a076728dd3bda3f6cc4f0b826025ada_3']"
