trip_id,start_idx,end_idx,start_lat,start_lng,end_lat,end_lng,time_elapsed
02b4ca49c8ef1075c8f408b28f62d63b0c7b8edddb4259394854fd05cad6cc47,52,74,31.964,35.908,31.964,35.908,282.0
02b956d54997503a9e185001ec6c4db4c2a450ea8ba7695925e3d815af083e76,26,55,32.029,35.871,32.029,35.871,311.0
02c04111105f615eccf271c2cdb6e53b396d18fcfb6813fe3658c4242c4d1c41,70,84,31.959,35.865,31.959,35.865,75.0
02c23b583b5c23493e0da40ddf944d0bda9b86124f78d9506e42154dd93d01b0,21,50,31.997,35.842,31.997,35.842,264.0
02c39ae073eeb03eadb051b7d78e4da21f17c2ca977159c4935855032d400d06,39,73,32.025,35.876,32.025,35.876,243.0
02ef24be43994e34b7231b1bd003a45842c24c33f762bfc3001b22524997b2ad,34,79,31.995,35.864,31.995,35.864,355.0
02f3e6351ea66bd9c511c38cce13268f674ed5a183def654979e3fb7f7989e08,78,104,31.96,35.891,31.96,35.891,310.0
02f749611007edce68d109a1a97426a0fcc1fbbd9d220cdae1845f830c897e28,5,134,31.957,35.926,31.957,35.926,1346.0
0306f5df17e9041e39a514222123e63382bf035bc6919f45462c3fe27b17e2df,40,87,32.029,35.871,32.029,35.871,493.0
0307730f5edecb3ea8e5c78d34452f8a6be88cded250ba364c2138f47b0bf2a2,15,102,31.964,35.857,31.964,35.857,1053.0
031a008472b708a2a56abbcdfde9fe8560734adf9058b71fa46d8873ef952ccc,123,166,31.95,35.925,31.95,35.925,457.0
03217301980567655d4d23dcf9ba1a494371d1e9a852679d9e8f766ebbf36c51,32,61,32.029,35.864,32.029,35.864,305.0
032535168fdda097f334768b271078d504496fef36423ea84336cb069b8cf0dc,33,85,31.916,35.91,31.916,35.91,483.0
032cdd5cc069fdf31b2d1b561cc7427864f0c17a0b54251397daefc6b5501d90,15,41,31.954,35.884,31.954,35.884,242.0
033bf97ee9ab69d74cae2b941cca6001c0b62897e4fbfd599df2b0fd128fdd60,35,52,31.95,35.884,31.95,35.884,234.0
0345b6d6d8e78b87c57f7dff22cdbd8b1eba06a4cf70c79a0bb7254f1fb374e4,17,98,31.974,35.848,31.974,35.848,770.0
03469f6154f6ff4e3cc79a98398d7d90dbbb673740624da764db26bb7e7b92ad,51,76,31.975,35.883,31.975,35.883,237.0
037120143bbef21643ecc5abf50c4726be4bee394b3b109f1d4714133ad29d88,31,80,32.029,35.866,32.029,35.866,435.0
03730244bd151913d2416469d8347c0511b474a4abb0e7ddc3a05898e7a95eda,0,13,31.951,35.872,31.951,35.872,155.0
037cb3f62285a7f581a220635225d383a08eeb50fe2c73fec2ad4c00e4b42831,0,70,31.949,35.892,31.949,35.892,430.0
03898352b2c4d0ccf0e69a646d80bd7c6ef6649531d0d796618fefcc47c690eb,19,70,31.995,35.871,31.995,35.871,803.0
038bad7b6cc31344ae7ef008553061bd9b62d700a6710c7cd70adf7ad64460d5,0,14,31.955,35.855,31.955,35.855,126.0
038def7a132de0925ad4e1ea73f05907c510427915c906c63f566e3550cb587f,19,44,32.051,35.881,32.051,35.881,222.0
039a3a695c6ce7349d05c803a0847e08e900a0941b3953e3c2f1ba32d8b4de6f,45,68,31.965,35.906,31.965,35.906,284.0
039e7afd49da3689a547632c9b97cb08f70d5ca11b8af50348d990a55e168726,16,48,31.985,35.859,31.985,35.859,275.0
039fbc7c8857a983adfe465e84459c2122bab180054dbf7218f8a50ff9245333,68,112,31.987,35.857,31.987,35.857,497.0
03a5c709fe89a19a80e80e622af78c1dbf0d7292f71360ed4d602e3932ecfe14,47,77,31.974,35.854,31.974,35.854,241.0
03a7cfd15f740636d6350482850b38d796f5d1ed2ea0bdc4de9b6683f5916d44,15,53,31.953,35.884,31.953,35.884,400.0
03ac387e745ebca82fe12a57ee79e8cfb6eeb5d9a83df8453ef60afff5aee35b,41,102,31.974,35.846,31.974,35.846,489.0
03afab1b4649b6c5ef80dc3c1626d2f180b0f0a8868cc395d64bbb90bc698c4a,17,155,31.974,35.854,31.974,35.854,1853.0
03b51e74ff87c3e71c150ad91041ccdce275f39e227e1e196f3c886bf14c08ef,102,132,31.95,35.927,31.95,35.927,260.0
03c48c560d1f99a0a1cc7b61e145a616b287be4b47abf9a917150debeae0b96c,299,387,31.96,35.866,31.96,35.866,894.0
03d107282e5d8481d8fb524d59f96fffdd6dc298213680577853293ec552dee9,48,73,31.964,35.879,31.964,35.879,230.0
03e5be42e6c5a39c21b61db2416d747ac9dcd166465503f0b68fd102ecae174e,42,89,31.958,35.865,31.958,35.865,370.0
03fa37c07891440c0bcb4c57e1996bca8d61f7e5d14cd3888955c174cb98629c,36,79,31.975,35.851,31.975,35.851,415.0
0406ed7b1c437f788020bde76e573acf79b98c9a0c7559d0a6a967e12ff80084,117,317,31.93,35.937,31.93,35.937,2098.0
0429c4009e9f6edeeba106de96d24aacc21bdb0c2ac1d1db2a1f7d3588cdc379,0,49,31.958,35.868,31.958,35.868,439.0
043da125fe192311d29c75ee0cabce023f8bc6f9378ea3f591ebd24d1cc4ea3a,0,27,31.897,35.865,31.897,35.865,222.0
04458a2706289a54b73bd0e737fe9ec4cd48cba790cbb8aeb02f694eec2d1bbf,0,41,31.967,35.845,31.967,35.845,216.0
0445db2abb9c675b59cc079ef9f6ee6c61fab29c167f62b0e1f9e9e754c04016,0,32,31.958,35.868,31.958,35.868,351.0
0447dd63f19668585dbf17873c505d81f0d71c8d8f8883e96d74cd25dcd0596b,0,25,31.916,35.91,31.916,35.91,235.0
044dd80a9a6709843029986211a3dfc10e9ffbe8407c44ed43907da67497a294,15,101,31.957,35.857,31.957,35.857,732.0
045bb524da9fd1dff8ed81c70163aa3f2f86e006881d75e1e19c66df09f1de57,43,114,31.987,35.864,31.987,35.864,535.0
04658895275f075028757789b2c34e7d4f0d052322390f51f0f8ad3b1a4dc914,0,35,31.955,35.855,31.955,35.855,287.0
047d9990f13b9b5b0131f5659420d8213482aff8b72dde4fb9fbe9b9f05adf37,17,131,31.987,35.857,31.987,35.857,1219.0
047e7fdf6641aa98122f7435acf9484f096f28942720b11b9d40a432695d69a9,40,71,31.951,35.872,31.951,35.872,255.0
048317153d6826c59dba4da02d619679fdcff2f1d76541f68ada9ce6ef83ec43,11,63,31.954,35.884,31.954,35.884,548.0
0486e76494fc6e1f3e52f80191c6979d714415d774589ad776d3989285fcb2ee,34,117,31.94,35.876,31.94,35.876,891.0
048f1ef93e660a096bee3f808e16f417648078ebbcdf6da27585ed3b9763de6d,94,141,31.975,35.839,31.975,35.839,425.0
049ec450f62fa06db84b8a4e77d17359f58ab6d7367d4e70a8084fe16f35053b,60,95,31.956,35.855,31.956,35.855,340.0
04b555a116df8b56d37cc035de319a5e80f59d212b223e8ed3c72c54fb6744f9,0,112,31.897,35.865,31.897,35.865,1200.0
04cbd7403a92eb65739bc8cb937919284a9b937e1eec42b9bf57f012714883c0,25,54,31.976,35.84,31.976,35.84,425.0
04ce1509e072f57d2456f0ff97f5110eea19d3686b629e765d7853ca94ed656a,25,88,31.966,35.845,31.966,35.845,565.0
04ced1fbe00b87d2edb9006aa77c490a6939e1e32c9faf6ef09d04aff26669f7,0,121,31.985,35.859,31.985,35.859,1274.0
04d698fba154d488ae931fce4b2066f61d85da5b4a5868e790f4110aaa54c776,0,112,31.957,35.857,31.957,35.857,652.0
04e1da0df3e7a602dc944d529be7ae4bbbfdc1baf2d64dab623487d3bf2083eb,40,68,31.994,35.87,31.994,35.87,174.0
04e351a69005e1a6d29d28b3bf7e73c92393817c7f39c6594dee122706b0a499,235,264,31.967,35.876,31.967,35.876,186.0
04f89f54bc53022b70027183bde55e1927fa38606c005d7351a8a71fcb464e53,130,159,31.95,35.925,31.95,35.925,200.0
0513c60b3a6f7bc0b0257462070ae5cb9e4fc83acbdbd9a39c0d5fb50e1a4ec6,28,57,31.965,35.907,31.965,35.907,170.0
05210f0dd965554043c7867a6bfe06ec89bf23b0d736dcefcc31cae23140fe70,0,95,32.029,35.871,32.029,35.871,678.0
0522e6218414fe77cced384c65718e79c5a76dffbe76d6b11a03b54c564c0cb9,16,50,31.975,35.883,31.975,35.883,277.0
052c635c234d2cb1e86902b69c793eb89c118211131af1449cc67369172d46be,21,58,31.994,35.87,31.994,35.87,516.0
052ce1e16ac5117a00490fb5aa78dfdd8c7d1d9ebf5cb999c8f8c4f1e5e6c3c0,38,125,31.976,35.947,31.976,35.947,997.0
05377ad17b84ae32797e454fd08704ee73067a61c3cf309cfc0ee98dd7d45086,61,89,31.985,35.859,31.985,35.859,292.0
053e64ddc67dc07841d4ca8985a3d9087c71c610a74d4b5f0f32977768590189,22,80,31.942,35.883,31.942,35.883,520.0
054cf1b30da17673762c4dad801e918e1aac14f428c90a0f5382957ed27b6d00,41,125,31.985,35.859,31.985,35.859,857.0
054f611020b3704d4a6cfb4362c3ec52398c04bd13b0fcf33412f552a2bdbe47,11,72,31.953,35.884,31.953,35.884,658.0
05510e621e1b58d17bd2fbbd0f137966860c34c625c84b066f19f9c788a554fa,18,94,31.975,35.851,31.975,35.851,840.0
0572d767007b20c33e3951221b968949b475b8e2d1e2a428efa3bbc8ded63e61,31,62,31.954,35.884,31.954,35.884,273.0
057d6c287ec3b1d2a624b4a4eca42c03da0f8d6dbd831bab20020b5f56e11afd,8,53,32.003,35.94,32.003,35.94,412.0
0581677faa0fa4ea832a58a00a141e7684f772db41dedadd83799ceeb05193d3,30,93,31.979,35.856,31.979,35.856,681.0
05877257d5e97d00c8fa2d27a3360216aad2d1557fd1e5cd9c1ab1b928b0b085,90,132,32.008,35.789,32.008,35.789,496.0
0595015a0e01509f3e2e5585b3f55ee76354d3b2d3919726c2c1ffbce0b8c049,49,90,31.98,35.865,31.98,35.865,255.0
05ab7b9a48de2dfacec7fc0a4b98e2ec4470265b1ba9c4ac71f8c3e6e4dbaf87,0,111,31.951,35.872,31.951,35.872,1155.0
05b667665b7b6445fe986181e7cb1fc45c5f052135840cf5defa028478e667df,85,111,32.003,35.795,32.003,35.795,258.0
05b6abcea4ffb167d953a10c7f7b064ddf9504851baca3794f2d5ec7185be94a,74,88,31.954,35.855,31.954,35.855,170.0
05c26d1f8d667a3801315692817b534636e4bb5dff8cb2dad78a3f5402694a24,13,56,31.957,35.926,31.957,35.926,439.0
05c3cc6d994ed0192a3986220645ab3d5f0e2ab935dcacaf1e7a2cd941cd28dd,33,122,31.995,35.871,31.995,35.871,1488.0
05c9dd7f2911f2693aefd5709e61abc8de407f2d024170bf0c0cdc808ea62b9f,72,94,31.919,35.906,31.919,35.906,237.0
05d1aba2f30681645a821b54730a4d16d3d13f5a9296a4c56f3b12ac0d745020,13,84,31.958,35.867,31.958,35.867,775.0
05dbb25da96f26f89327db412ba101200514b9af034473efb76699fd5f62ed63,72,188,31.974,35.854,31.974,35.854,1171.0
05dbd4f01d7787e400b8e4c61cc480b157200a0defc844b1ba0a9e35a8b4c5e7,14,50,31.964,35.864,31.964,35.864,373.0
05e1073bb68a200b34c24ba7bcd36a37030041f37cc32206c05888900027c523,0,4,31.958,35.867,31.958,35.867,20.0
05e11a1acb0d6f1b7566323c7835125a4a41ee156071ebf289492f7f6722f00e,14,44,32.029,35.869,32.029,35.869,286.0
05f55f27489b132bc8c22947f74445adc11be96eab950a9ce1446673926f42f7,50,80,31.951,35.872,31.951,35.872,297.0
05fbfa803e60ed9dfaeaccb3fd208a48089271b59881a28f16d8cd65ede3a314,0,150,31.997,35.852,31.997,35.852,1504.0
05fdb35e8a3860078b824e635940f16e7c2d9f5ee0272efcabb2cd5024392f5e,10,82,31.973,35.841,31.973,35.841,495.0
06179573ce74851c36bb8c813a9d940bb62d11ad224a5bb4f1afb479ff7ea3d7,34,93,31.974,35.854,31.974,35.854,487.0
06225e86dd6d9a3e304053612259eef0c7343c5f2bc00c2749392af05374c933,39,193,31.997,35.885,31.997,35.885,897.0
0622d4585d57b9321148bdfcbdfd0db522136ee0320ee133006e017b5ca5deef,0,31,31.975,35.883,31.975,35.883,293.0
062482426d6e97c47cb21003d0c50952084c9d14a31b818e730386e765d557fa,0,47,31.958,35.867,31.958,35.867,402.0
062884cc08dd547ace8caccfda2da0c17e01888be8974347fab6f2acd79dd1e2,71,110,31.975,35.883,31.975,35.883,251.0
062c66241cc70067a2ed0be875d8782208996495905a9cd50e0a86e78902a958,19,54,32.003,35.94,32.003,35.94,294.0
0631f6c629f891f7e6e51b018c5f192375b18bf1342613cc056b08b1f94bd1c1,0,55,31.975,35.883,31.975,35.883,561.0
06496e50c5ce3ea4c8779134bcdcdd9ccdcbd4d9322b876ca7b9a43bc7a6dcf7,0,59,31.994,35.87,31.994,35.87,563.0
0650d35244dbcde45f1d2cc356986ba4ab2effd1fc6aafda18845ecbdc4f9d33,0,29,31.983,35.865,31.983,35.865,275.0
0653c6b8c2ce559bea499876988fd94a8085fb9ed6bdf708db3a75d89fa52702,50,94,31.985,35.865,31.985,35.865,471.0
0654c421cd45c2e683993163a58440f4ef482caa4f99d50b81a36103da526ce3,0,49,31.996,35.835,31.996,35.835,471.0
066efa9bfc3eb7958c6772e466e1810984bcde99e49d299d7786939c35762b98,0,94,31.994,35.858,31.994,35.858,513.0
0693ba77acb92a8d3a9fe2d7b8c575d2587f8d616d8e34350576f0dcb48535a8,64,124,31.993,35.866,31.993,35.866,530.0
069428957d1100f6f3a4abbee0ec0dd4cd615623b3b07646ff58378ef5011473,22,134,31.99,35.847,31.99,35.847,1131.0
069f6c08042fc36e5e3b9d3194b4fa983fdbd6a90a4e9306f190b9269e44f110,12,32,31.974,35.884,31.974,35.884,184.0
06a64d761ec9c1c5e8879fb69abc8559e04ad816f13355e2d82b92463c7b69cf,39,125,31.98,35.866,31.98,35.866,910.0
06b7233f05c53362cd7920d670e599b928711b9a3d7c7fc2a0d1aa33a4c6f3cf,87,104,31.95,35.918,31.95,35.918,138.0
06c2d7a82e11b0e6634305ef5bc9c6e7f186f33ffb15c25e0c49a9538fc6278e,89,160,32.03,35.873,32.03,35.873,988.0
06cdcf54a3b769ea18b4baa9a7bde28b63467fc8eb6e78ba6fc73f3aa6ce3e1c,11,26,31.979,35.851,31.979,35.851,142.0
06cdfe791fff7349eca2fea4c03a70eaeb139dd889f8a19d33da001b74d17414,191,215,31.972,35.864,31.972,35.864,185.0
06d0dac0255cece950111470870392c9a170f11e2043c3bbbaa31999543455df,9,68,31.891,35.86,31.891,35.86,640.0
06e4c39c494a8b3db3abc472ae0a50e0792ad2f5a2220d66c0023965cab04a4e,23,161,32.026,35.857,32.026,35.857,1529.0
06e656f07d820eda4f97524a41cb198ec926ca6ccfbdc6056e1e53f4d793f2ae,47,131,31.957,35.857,31.957,35.857,555.0
0702e78a31515af2d05dc53482ed7160beb075a16c219b9a34cab5b8b93a2d6e,73,90,32.026,35.857,32.026,35.857,171.0
070763f27959e256bfd5fc3a3714926202aa22b271fc35a2b2ab21d234ff5a21,95,120,32.029,35.869,32.029,35.869,188.0
07094b7059f12acd10092257698725421b0bbcfb6629e25c1abb331ca69ae7b0,55,119,31.942,35.866,31.942,35.866,788.0
07128cb7e61ad6639c85d6f809107b3e95e0db0e921f149270f46e5885156f27,66,107,31.994,35.871,31.994,35.871,243.0
07139cb45173909a84c54f082c862639893b736bb120728f2c4cd92b4d8c9227,43,70,32.003,35.94,32.003,35.94,265.0
071f5f5c94d2e655664016ff44557c3115f0460d8d99f538cf398c1f2aba5353,30,62,31.974,35.884,31.974,35.884,301.0
073d81b8097fdd33a1152b21c5ff5832aa7bcb159116c9692219286f1cb29d7a,0,18,31.958,35.868,31.958,35.868,165.0
076054454fc06628abbbb939bbfa614125ad7225ef530a750e282dece6f51c3f,0,85,31.958,35.868,31.958,35.868,795.0
0766026fc5e7d5ae61b6a4a0b5d9fd2ff5708343a0d444bd1eb56fe969d0f717,78,98,31.976,35.839,31.976,35.839,110.0
0777caa474cf27f041423ab18e2c81f48f84c25720f40a524868983cacdb3c9e,0,23,31.977,35.854,31.977,35.854,252.0
078e7c7518e3174d149131f8d9d39c93b54f4397851d2f6c749cee9e6c651ad7,8,71,31.974,35.847,31.974,35.847,792.0
0794f28bcf6c5ef96201d345e6af362b89c055c0fe0d23a9aeb22b17ffd05e94,0,94,31.891,35.86,31.891,35.86,1005.0
079bbdd90a1653785f4e49de8d32c654142d41e68bbba49cd33eacbd8156919a,0,107,31.994,35.871,31.994,35.871,956.0
07a887d5f20b73fcd4b23d50c9ccdac273827eaff5474c1135f0a33056cc8073,83,170,32.03,35.873,32.03,35.873,934.0
07c7389c39107614a144d4d63b0c595489771b37891d76ef212744aa4658e33b,9,100,31.947,35.866,31.947,35.866,912.0
07d2bd7e9963d98022f497e7e4e8ee180e04a2263c901d7e5219d47d9f82a751,276,334,31.956,35.896,31.956,35.896,320.0
07ec6dd9f825bb6f3e9dad684e55c63ee7798b84fb67ff44e47f5ef493d85f4d,0,72,31.891,35.86,31.891,35.86,644.0
07eedb0a8765f0d10973a7a5d6255025c8b43288ebabbef9cdf0eac64374e2f5,15,27,31.951,35.872,31.951,35.872,760.0
07ff0dcf1059351c24309e0fd24cb16a9d16e27e42046fcfe3f37f8aa816fbc8,56,85,31.953,35.884,31.953,35.884,367.0
080ae539daf40f3dfe76e412c337df8fdc7b00c78da5090e693c5256a2847daa,812,940,31.953,36.0,31.953,36.0,826.0
084054548329705e3bad081513d89d2a8db7ed4b17c46120f80b78370f48a9f3,26,72,32.021,35.866,32.021,35.866,457.0
0879be90239eced14aaca5f5817ed9a058c40b2d7bdc5ed8af2b1e272d9e72c9,41,82,31.987,35.877,31.987,35.877,391.0
08803bcb25f757cbf5357693e2d03a34875325e24ca1a6c4dd13e8b970c27a09,0,24,31.954,35.884,31.954,35.884,242.0
0884d1fc0984dd835c47d58de409b24c18b1321da63940b98f64cdb1f65b933a,17,53,31.953,35.884,31.953,35.884,213.0
089164883f21daf046a69ddb15c32537c1cc78bdc490830e0ee74a919aac4191,0,171,32.029,35.869,32.029,35.869,1431.0
08962aed4abd6eb77952d90b5648b597a6e41e10e2d2a484c86a2792241f8cac,51,97,32.021,35.887,32.021,35.887,430.0
089679a6b2b98c718853b336a3b99ef25887333da053fb327ea2f54c07cf47bd,23,53,32.029,35.869,32.029,35.869,218.0
08a2d9283c6925f0bd403c9f1c19ad683df5450c7176b6c59a6c0dcf5cd736a6,61,69,31.98,35.88,31.98,35.88,143.0
08b08efffc0e9e6a4f7acc67cbfe05401957f3ad3f9254ffa1dc3df24c4ed195,47,141,31.975,35.884,31.975,35.884,687.0
08dc57d8940a04058f117485dd26c81d0ff03a358c2f8bc33397f82bc73d69d2,8,72,31.974,35.854,31.974,35.854,638.0
08fdd7a49de38d0f6e37d4d1001ba16a3b9c917d772491fec4469e93fe1fa76a,121,154,32.025,35.855,32.025,35.855,180.0
0900f4ff4cdedef1b264154d68d4638893ab9b6b20ebaacddb9f44e8a58df1a4,47,61,31.941,35.883,31.941,35.883,81.0
0904b0ffb422f35f660fcda476a91f1badc89d60e64dba6e746004c79aeba7c9,0,46,32.024,35.851,32.024,35.851,315.0
0906674b0b34144a494f659f67119c6b80c71ce2f6dd621514583bedfef6764a,27,68,31.95,35.884,31.95,35.884,395.0
090bb3fc391ac1d280176a0d3cb37614e29d24c9eb525562a1611c35db9fb742,18,62,31.942,35.866,31.942,35.866,228.0
091d7ac1b689f56b18e7901c61fbd03ca172c3bb30a0dcfa9af6f585123484b1,67,125,31.949,35.92,31.949,35.92,545.0
09253362f579644901ab9d10f413445973f32b959901037ac9e6c6af1fcf5c9a,43,89,32.028,35.859,32.028,35.859,395.0
0925eb87130bca80efba32bcf20520fcc2f356a22a93a5de4c6dd4cbde93b654,58,203,31.973,35.869,31.973,35.869,1433.0
092772634cc95278ad2c6fa52d83d009ef19c065802a936ab21a48c129fdc031,42,146,31.987,35.861,31.987,35.861,1174.0
092c04619b20e9fc993f4e3835ec4ca62927891cfa6e22796d83911909d0acad,29,69,32.021,35.866,32.021,35.866,896.0
092d24f7367b89d93747a1c2f6a03a247d6b58b2f0199fed8c369b0787379bca,16,143,31.996,35.836,31.996,35.836,1203.0
094bf5bc5b97c853b3b5dded8423517325b9f35aa82517b4022eacc934bed391,30,141,31.974,35.845,31.974,35.845,2112.0
09581c964cd46e698443acfea90e6708e3eae2271691f400c8daa889c07fe3ae,21,40,32.003,35.94,32.003,35.94,219.0
0959a9fffc6592fed6fd5780700319b34308a6311534cecb64a8eb22ce8b9dfd,0,49,31.973,35.843,31.973,35.843,280.0
095e8df51dc073598165e28181e9e268f4b2abb8f35429cc2639b4cb0c08a1d3,90,110,31.958,35.868,31.958,35.868,233.0
096abb2b2049a18a1b958f3a5350856fdf6771d78d53ba14ec5f3b9748bb4044,46,146,31.984,35.848,31.984,35.848,1011.0
097902e1b8e148890c40964a25dc78f6c54f02fb6e807d221e019672c39daaaa,0,139,31.974,35.854,31.974,35.854,1465.0
